athlete_id,athlete_display_name,season,team_id,minutes,ppm,points,team_short_display_name,Y_draft,lost_at_min20_drop,zeroed_at_min20_ppm0
4278562,Paul Reed,2020,305,918,0.478213507625,439,DePaul,1,False,False
41835,Romero Osby,2013,201,919,0.556039173014,511,Oklahoma,1,False,False
3934673,Donte DiVincenzo,2017,222,919,0.346028291621,318,Villanova,1,False,False
4066373,Justin Jackson,2017,120,919,0.377584330794,347,Maryland,1,False,False
4278049,Daniel Gafford,2019,8,919,0.589771490751,542,Arkansas,1,False,False
4278076,Nick Richards,2020,96,919,0.473340587595,435,Kentucky,1,False,False
66205,George King,2017,38,922,0.404555314534,373,Colorado,1,False,False
51545,Adreian Payne,2013,127,923,0.410617551463,379,Michigan St,1,False,False
3907358,Quinndary Weatherspoon,2017,344,926,0.516198704104,478,Mississippi St,1,False,False
4432811,Josh Green,2020,12,926,0.387688984881,359,Arizona,1,False,False
3907498,Matisse Thybulle,2017,264,927,0.349514563107,324,Washington,1,False,False
56985,Aaron White,2014,2294,928,0.456896551724,424,Iowa,1,False,False
4396909,Aaron Nesmith,2019,238,928,0.380387931034,353,Vanderbilt,1,False,False
51123,Cady Lalanne,2015,113,929,0.398277717976,370,UMass,1,False,False
62208,Tyrone Wallace,2013,25,931,0.254564983888,237,California,1,False,False
66138,Devon Hall,2017,258,931,0.305048335124,284,Virginia,1,False,False
3934723,Thomas Bryant,2017,84,932,0.444206008584,414,Indiana,1,False,False
3912854,Jawun Evans,2017,197,935,0.655614973262,613,Oklahoma St,1,False,False
4277964,Xavier Tillman,2019,127,935,0.416042780749,389,Michigan St,1,False,False
66321,Rondae Hollis-Jefferson,2014,12,937,0.370330843116,347,Arizona,1,False,False
3934672,Jalen Brunson,2016,222,937,0.399146211313,374,Villanova,1,False,False
3914058,Justin James,2017,2751,940,0.609574468085,573,Wyoming,1,False,False
4395702,Isaiah Joe,2020,8,940,0.467021276596,439,Arkansas,1,False,False
3913174,Luke Kennard,2016,150,941,0.449521785335,423,Duke,1,False,False
3917378,Ivan Rabb,2016,25,942,0.437367303609,412,California,1,False,False
4066632,Justinian Jessup,2018,68,943,0.3934252386,371,Boise St,1,False,False
4431679,Precious Achiuwa,2020,235,943,0.518557794274,489,Memphis,1,False,False
61159,T.J. Warren,2013,152,944,0.450211864407,425,NC State,1,False,False
61653,Brice Johnson,2015,153,944,0.521186440678,492,North Carolina,1,False,False
3143565,Kevin Hervey,2017,250,945,0.631746031746,597,UT Arlington,1,False,False
3137730,Patrick McCaw,2015,2439,947,0.324181626188,307,UNLV,1,False,False
4397424,Neemias Queta,2019,328,947,0.43717001056,414,Utah State,1,False,False
4278502,Tyler Bey,2019,38,948,0.512658227848,486,Colorado,1,False,False
3922230,Aaron Holiday,2017,26,949,0.464699683878,441,UCLA,1,False,False
4278521,KZ Okpala,2019,24,949,0.514225500527,488,Stanford,1,False,False
61902,Anthony Bennett,2013,2439,950,0.593684210526,564,UNLV,1,False,False
61049,Jarnell Stokes,2013,2633,952,0.428571428571,408,Tennessee,1,False,False
57041,Norman Powell,2014,26,952,0.443277310924,422,UCLA,1,False,False
4066851,Miye Oni,2018,43,952,0.460084033613,438,Yale,1,False,False
4396991,Talen Horton-Tucker,2019,66,952,0.43487394958,414,Iowa State,1,False,False
3133635,Jevon Carter,2016,277,953,0.345225603358,329,West Virginia,1,False,False
3907821,Dwayne Bacon,2016,52,954,0.552410901468,527,Florida St,1,False,False
51123,Cady Lalanne,2014,113,956,0.391213389121,374,UMass,1,False,False
4432166,Cade Cunningham,2021,197,956,0.569037656904,544,Oklahoma St,1,False,False
3906665,Brandon Clarke,2017,23,957,0.541274817137,518,San José St,1,False,False
61835,Jaron Blossomgame,2015,228,958,0.4248434238,407,Clemson,1,False,False
4278580,Sandro Mamukelashvili,2021,2550,959,0.493222106361,473,Seton Hall,1,False,False
3914044,Landry Shamet,2017,2724,960,0.428125,411,Wichita St,1,False,False
3149010,Chandler Hutchison,2018,68,961,0.644120707596,619,Boise St,1,False,False
3136696,Wade Baldwin IV,2016,238,963,0.483904465213,466,Vanderbilt,1,False,False
4396959,Reggie Perry,2020,344,963,0.558670820353,538,Mississippi St,1,False,False
4431671,Jaden McDaniels,2020,264,963,0.417445482866,402,Washington,1,False,False
4278562,Paul Reed,2019,305,965,0.460103626943,444,DePaul,1,False,False
4065648,Jayson Tatum,2017,150,966,0.505175983437,488,Duke,1,False,False
4280151,Corey Kispert,2019,2250,967,0.307135470527,297,Gonzaga,1,False,False
4397033,Joe Wieskamp,2019,2294,968,0.400826446281,388,Iowa,1,False,False
56933,Branden Dawson,2013,127,969,0.331269349845,321,Michigan St,1,False,False
4397189,Jalen Smith,2020,120,970,0.49381443299,479,Maryland,1,False,False
4066372,Kevin Huerter,2017,120,971,0.316168898043,307,Maryland,1,False,False
4066436,De'Anthony Melton,2017,30,972,0.308641975309,300,USC,1,False,False
4278053,Davion Mitchell,2020,239,972,0.305555555556,297,Baylor,1,False,False
4397036,Marcus Zegarowski,2021,156,974,0.471252566735,459,Creighton,1,False,False
61654,J.P. Tokoto,2014,153,975,0.323076923077,315,North Carolina,1,False,False
61662,Isaiah Cousins,2014,201,975,0.373333333333,364,Oklahoma,1,False,False
4277951,Luka Garza,2021,2294,975,0.766153846154,747,Iowa,1,False,False
3149010,Chandler Hutchison,2017,68,977,0.535312180143,523,Boise St,1,False,False
4277928,Jarrett Culver,2018,2641,978,0.424335378323,415,Texas Tech,1,False,False
62186,Cleanthony Early,2013,2724,979,0.555669050051,544,Wichita St,1,False,False
3907822,Malik Beasley,2016,52,980,0.514285714286,504,Florida St,1,False,False
3915195,Shake Milton,2016,2567,980,0.321428571429,315,SMU,1,False,False
4066382,Cassius Winston,2020,127,980,0.569387755102,558,Michigan St,1,False,False
4278355,Obi Toppin,2020,2168,981,0.633027522936,621,Dayton,1,False,False
4431690,Zeke Nnaji,2020,12,981,0.5249745158,515,Arizona,1,False,False
3918423,Admiral Schofield,2018,2633,982,0.494908350305,486,Tennessee,1,False,False
66130,Davon Reed,2016,2390,984,0.388211382114,382,Miami,1,False,False
3133602,Svi Mykhailiuk,2017,2305,984,0.356707317073,351,Kansas,1,False,False
4397002,Ayo Dosunmu,2021,356,984,0.573170731707,564,Illinois,1,False,False
4397014,Quentin Grimes,2021,248,984,0.543699186992,535,Houston,1,False,False
4066382,Cassius Winston,2018,127,985,0.448730964467,442,Michigan St,1,False,False
56357,Johnny O'Bryant III,2014,99,986,0.509127789047,502,LSU,1,False,False
4432174,Cam Thomas,2021,99,986,0.677484787018,668,LSU,1,False,False
61732,Shabazz Muhammad,2013,26,987,0.579533941236,572,UCLA,1,False,False
62186,Cleanthony Early,2014,2724,987,0.598784194529,591,Wichita St,1,False,False
4277811,Collin Sexton,2018,333,987,0.640324214792,632,Alabama,1,False,False
4277952,Bruno Fernando,2019,120,987,0.468085106383,462,Maryland,1,False,False
4397014,Quentin Grimes,2019,2305,988,0.304655870445,301,Kansas,1,False,False
4395724,Immanuel Quickley,2020,96,989,0.487360970677,482,Kentucky,1,False,False
4395628,Zion Williamson,2019,150,990,0.753535353535,746,Duke,1,False,False
4397166,CJ Elleby,2019,265,990,0.475757575758,471,Washington St,1,False,False
4278053,Davion Mitchell,2021,239,990,0.424242424242,420,Baylor,1,False,False
56181,Darrun Hilliard,2014,222,991,0.490413723512,486,Villanova,1,False,False
4066998,Jalen Harris,2020,2440,991,0.655903128153,650,Nevada,1,False,False
4277951,Luka Garza,2020,2294,991,0.746720484359,740,Iowa,1,False,False
4431823,Miles McBride,2021,277,991,0.464177598385,460,West Virginia,1,False,False
56181,Darrun Hilliard,2013,222,992,0.383064516129,380,Villanova,1,False,False
3907823,Terance Mann,2018,52,993,0.432024169184,429,Florida St,1,False,False
66615,Andrew Harrison,2015,96,994,0.366197183099,364,Kentucky,1,False,False
62615,Denzel Valentine,2016,127,994,0.591549295775,588,Michigan St,1,False,False
3908806,Ray Spalding,2018,97,995,0.446231155779,444,Louisville,1,False,False
4277964,Xavier Tillman,2020,127,995,0.427135678392,425,Michigan St,1,False,False
51524,Devyn Marble,2014,2294,997,0.561685055165,560,Iowa,1,False,False
61231,Joel Bolomboy,2015,2692,997,0.400200601805,399,Weber St,1,False,False
4067045,Alize Johnson,2017,2623,997,0.488465396189,487,Missouri St,1,False,False
3914058,Justin James,2018,2751,997,0.607823470411,606,Wyoming,1,False,False
4277847,Wendell Carter Jr.,2018,150,997,0.502507522568,501,Duke,1,False,False
61730,Jordan Adams,2013,26,999,0.505505505506,505,UCLA,1,False,False
4278580,Sandro Mamukelashvili,2019,2550,999,0.302302302302,302,Seton Hall,1,False,False
4395651,Coby White,2019,153,999,0.562562562563,562,North Carolina,1,False,False
4397002,Ayo Dosunmu,2019,356,999,0.442442442442,442,Illinois,1,False,False
4397693,Kessler Edwards,2019,2492,1001,0.338661338661,339,Pepperdine,1,False,False
3136779,Keita Bates-Diop,2016,194,1002,0.37125748503,372,Ohio State,1,False,False
57379,Alex Len,2013,120,1004,0.450199203187,452,Maryland,1,False,False
61822,Jerami Grant,2014,183,1005,0.38407960199,386,Syracuse,1,False,False
4066320,Desmond Bane,2018,2628,1005,0.410945273632,413,TCU,1,False,False
56567,Tony Mitchell,2013,249,1006,0.403578528827,406,North Texas,1,False,False
66821,Alec Peters,2014,2674,1006,0.43041749503,433,Valparaiso,1,False,False
4397002,Ayo Dosunmu,2020,356,1006,0.495029821074,498,Illinois,1,False,False
66270,Sindarius Thornwell,2014,2579,1007,0.45084409136,454,South Carolina,1,False,False
56181,Darrun Hilliard,2015,222,1007,0.497517378352,501,Villanova,1,False,False
3135045,Grayson Allen,2017,150,1007,0.488579940417,492,Duke,1,False,False
4066218,Grant Williams,2018,2633,1007,0.527308838133,531,Tennessee,1,False,False
4397033,Joe Wieskamp,2020,2294,1007,0.431976166832,435,Iowa,1,False,False
3907821,Dwayne Bacon,2017,52,1008,0.598214285714,603,Florida St,1,False,False
3136696,Wade Baldwin IV,2015,238,1009,0.325074331021,328,Vanderbilt,1,False,False
62613,Gary Harris,2013,127,1010,0.434653465347,439,Michigan St,1,False,False
61572,Taurean Prince,2016,239,1010,0.521782178218,527,Baylor,1,False,False
4431747,Tyrell Terry,2020,24,1010,0.449504950495,454,Stanford,1,False,False
66270,Sindarius Thornwell,2015,2579,1011,0.363006923838,367,South Carolina,1,False,False
4278067,Nic Claxton,2019,61,1011,0.410484668645,415,Georgia,1,False,False
61842,Willie Cauley-Stein,2015,96,1012,0.344861660079,349,Kentucky,1,False,False
3917378,Ivan Rabb,2017,25,1012,0.428853754941,434,California,1,False,False
4278078,P.J. Washington,2018,96,1012,0.396245059289,401,Kentucky,1,False,False
56489,Josh Richardson,2013,2633,1013,0.257650542942,261,Tennessee,1,False,False
66146,Monte Morris,2014,66,1013,0.23988153998,243,Iowa State,1,False,False
3922230,Aaron Holiday,2016,26,1013,0.326752221125,331,UCLA,1,False,False
4432813,Jeremiah Robinson-Earl,2020,222,1013,0.321816386969,326,Villanova,1,False,False
61669,Marcus Smart,2014,197,1014,0.549309664694,557,Oklahoma St,1,False,False
3914044,Landry Shamet,2018,2724,1015,0.469950738916,477,Wichita St,1,False,False
45677,Arsalan Kazemi,2013,2483,1016,0.322834645669,328,Oregon,1,False,False
61796,Jake Layman,2014,120,1016,0.369094488189,375,Maryland,1,False,False
4280151,Corey Kispert,2021,2250,1018,0.584479371316,595,Gonzaga,1,False,False
51135,Alec Brown,2013,2739,1019,0.454367026497,463,Green Bay,1,False,False
66821,Alec Peters,2017,2674,1019,0.653581943081,666,Valparaiso,1,False,False
3134880,Kadeem Allen,2017,12,1019,0.325809617272,332,Arizona,1,False,False
66275,Damian Jones,2015,238,1020,0.494117647059,504,Vanderbilt,1,False,False
3155526,Dillon Brooks,2015,2483,1020,0.404901960784,413,Oregon,1,False,False
51480,Victor Oladipo,2013,84,1021,0.480901077375,491,Indiana,1,False,False
61652,Marcus Paige,2013,153,1021,0.280117531832,286,North Carolina,1,False,False
51555,Joe Young,2014,2483,1023,0.628543499511,643,Oregon,1,False,False
61438,Richaun Holmes,2014,189,1024,0.4150390625,425,Bowling Green,1,False,False
4278078,P.J. Washington,2019,96,1024,0.5185546875,531,Kentucky,1,False,False
4395702,Isaiah Joe,2019,8,1024,0.4599609375,471,Arkansas,1,False,False
4397183,Aaron Wiggins,2021,120,1024,0.4375,448,Maryland,1,False,False
61212,Georges Niang,2014,66,1025,0.553170731707,567,Iowa State,1,False,False
4396961,Robert Woodard II,2020,344,1025,0.343414634146,352,Mississippi St,1,False,False
51476,Gorgui Dieng,2013,97,1026,0.314814814815,323,Louisville,1,False,False
4066269,Skylar Mays,2018,99,1026,0.364522417154,374,LSU,1,False,False
4277883,Jordan Nwora,2020,97,1026,0.543859649123,558,Louisville,1,False,False
4066668,Malachi Flynn,2017,265,1027,0.29406037001,302,Washington St,1,False,False
61188,Semaj Christon,2013,2752,1028,0.443579766537,456,Xavier,1,False,False
4067045,Alize Johnson,2018,2623,1028,0.481517509728,495,Missouri St,1,False,False
4395626,Tre Jones,2020,150,1028,0.458171206226,471,Duke,1,False,False
4278526,Jaylen Hands,2019,26,1029,0.453838678328,467,UCLA,1,False,False
3138156,Justin Jackson,2015,153,1031,0.395732298739,408,North Carolina,1,False,False
4066328,Jarrett Allen,2017,251,1031,0.422890397672,436,Texas,1,False,False
4432810,Isaiah Stewart,2020,264,1031,0.526673132881,543,Washington,1,False,False
45990,Cory Jefferson,2013,239,1032,0.476744186047,492,Baylor,1,False,False
51365,Dwight Powell,2013,24,1032,0.490310077519,506,Stanford,1,False,False
56769,Frank Kaminsky,2014,275,1032,0.513565891473,530,Wisconsin,1,False,False
3913546,Melvin Frazier Jr.,2018,2655,1032,0.462209302326,477,Tulane,1,False,False
4431672,Nico Mannion,2020,12,1032,0.433139534884,447,Arizona,1,False,False
41566,Colton Iverson,2013,36,1033,0.481122942885,497,Colorado St,1,False,False
4066668,Malachi Flynn,2018,265,1035,0.472463768116,489,Washington St,1,False,False
51029,Andre Roberson,2013,38,1036,0.32528957529,337,Colorado,1,False,False
56241,James Ennis III,2013,299,1039,0.478344562079,497,Long Beach St,1,False,False
66821,Alec Peters,2015,2674,1039,0.548604427334,570,Valparaiso,1,False,False
3912295,Grant Riller,2020,232,1039,0.652550529355,678,Charleston,1,False,False
3906665,Brandon Clarke,2019,2250,1040,0.602884615385,627,Gonzaga,1,False,False
61231,Joel Bolomboy,2016,2692,1042,0.542226487524,565,Weber St,1,False,False
4278124,Saben Lee,2019,238,1042,0.389635316699,406,Vanderbilt,1,False,False
51455,Shabazz Napier,2013,41,1043,0.458293384468,478,UConn,1,False,False
67249,Wes Iwundu,2016,2306,1044,0.370689655172,387,Kansas St,1,False,False
61212,Georges Niang,2015,66,1045,0.498564593301,521,Iowa State,1,False,False
61731,Kyle Anderson,2013,26,1046,0.323135755258,338,UCLA,1,False,False
66332,Bobby Portis,2015,8,1046,0.601338432122,629,Arkansas,1,False,False
3912334,Khyri Thomas,2018,156,1046,0.475143403442,497,Creighton,1,False,False
4065733,Ty Jerome,2018,258,1046,0.346080305927,362,Virginia,1,False,False
51555,Joe Young,2013,248,1048,0.549618320611,576,Houston,1,False,False
61841,Archie Goodwin,2013,96,1048,0.44465648855,466,Kentucky,1,False,False
3149673,Pascal Siakam,2015,166,1048,0.416030534351,436,New Mexico St,1,False,False
4066425,T.J. Leaf,2017,26,1048,0.542938931298,569,UCLA,1,False,False
61796,Jake Layman,2015,120,1049,0.416587225929,437,Maryland,1,False,False
56115,Michael Gbinije,2015,183,1050,0.362857142857,381,Syracuse,1,False,False
4397215,Daniel Oturu,2020,135,1050,0.593333333333,623,Minnesota,1,False,False
4277923,Zhaire Smith,2018,2641,1051,0.396764985728,417,Texas Tech,1,False,False
4397136,Saddiq Bey,2020,222,1051,0.474785918173,499,Villanova,1,False,False
4278124,Saben Lee,2020,238,1052,0.56463878327,594,Vanderbilt,1,False,False
4065670,Bruce Brown,2017,2390,1053,0.371320037987,391,Miami,1,False,False
3914283,Chimezie Metu,2018,30,1053,0.506172839506,533,USC,1,False,False
56933,Branden Dawson,2015,127,1055,0.39336492891,415,Michigan St,1,False,False
4066731,Jalen McDaniels,2019,21,1056,0.512310606061,541,San Diego St,1,False,False
56440,Larry Nance Jr.,2013,2751,1057,0.333017975402,352,Wyoming,1,False,False
4594268,Anthony Edwards,2020,61,1057,0.577105014191,610,Georgia,1,False,False
61663,Buddy Hield,2014,201,1059,0.514636449481,545,Oklahoma,1,False,False
61835,Jaron Blossomgame,2016,228,1060,0.547169811321,580,Clemson,1,False,False
3915560,Tyler Dorsey,2016,2483,1060,0.449056603774,476,Oregon,1,False,False
4397693,Kessler Edwards,2020,2492,1061,0.41753063148,443,Pepperdine,1,False,False
56224,Cody Zeller,2013,84,1063,0.558795860771,594,Indiana,1,False,False
67814,Nigel Williams-Goss,2014,264,1063,0.402634054563,428,Washington,1,False,False
67249,Wes Iwundu,2017,2306,1063,0.406396989652,432,Kansas St,1,False,False
56996,Rakeem Christmas,2015,183,1064,0.509398496241,542,Syracuse,1,False,False
66270,Sindarius Thornwell,2017,2579,1064,0.623120300752,663,South Carolina,1,False,False
4066259,De'Aaron Fox,2017,96,1064,0.56484962406,601,Kentucky,1,False,False
3143565,Kevin Hervey,2018,250,1064,0.635338345865,676,UT Arlington,1,False,False
4397136,Saddiq Bey,2019,222,1064,0.278195488722,296,Villanova,1,False,False
51064,Joe Harris,2014,258,1066,0.415572232645,443,Virginia,1,False,False
4066383,Miles Bridges,2018,127,1067,0.545454545455,582,Michigan St,1,False,False
4397886,Charles Bassey,2019,98,1067,0.463917525773,495,Western KY,1,False,False
4066269,Skylar Mays,2020,99,1067,0.484536082474,517,LSU,1,False,False
66810,Kay Felder,2014,2473,1068,0.294007490637,314,Oakland,1,False,False
3134908,Jakob Poeltl,2016,254,1068,0.565543071161,604,Utah,1,False,False
4397166,CJ Elleby,2020,265,1068,0.551498127341,589,Washington St,1,False,False
4431678,Tyrese Maxey,2020,96,1068,0.40543071161,433,Kentucky,1,False,False
4395627,Cam Reddish,2019,150,1069,0.453695042095,485,Duke,1,False,False
56985,Aaron White,2015,2294,1070,0.521495327103,558,Iowa,1,False,False
3906786,Dylan Windler,2019,2057,1070,0.656074766355,702,Belmont,1,False,False
4278080,Tremont Waters,2019,99,1070,0.471028037383,504,LSU,1,False,False
4066668,Malachi Flynn,2020,21,1070,0.527102803738,564,San Diego St,1,False,False
56288,Spencer Dinwiddie,2013,38,1073,0.47064305685,505,Colorado,1,False,False
66562,Jabari Parker,2014,150,1073,0.624417520969,670,Duke,1,False,False
3147657,Mikal Bridges,2017,222,1073,0.327120223672,351,Villanova,1,False,False
4397036,Marcus Zegarowski,2020,156,1073,0.465983224604,500,Creighton,1,False,False
4395698,Kira Lewis Jr.,2019,333,1074,0.42644320298,458,Alabama,1,False,False
61652,Marcus Paige,2016,153,1075,0.398139534884,428,North Carolina,1,False,False
4066297,Josh Jackson,2017,2305,1077,0.531104921077,572,Kansas,1,False,False
3150844,Moritz Wagner,2018,130,1078,0.528756957328,570,Michigan,1,False,False
3138196,Cameron Johnson,2019,153,1078,0.56400742115,608,North Carolina,1,False,False
46309,Mike Muscala,2013,2083,1079,0.590361445783,637,Bucknell,1,False,False
61662,Isaiah Cousins,2015,201,1079,0.379054680259,409,Oklahoma,1,False,False
66256,Jordan Mickey,2014,99,1081,0.380203515264,411,LSU,1,False,False
66256,Jordan Mickey,2015,99,1081,0.442183163737,478,LSU,1,False,False
3134881,Stanley Johnson,2015,12,1081,0.483811285846,523,Arizona,1,False,False
3136477,Isaiah Whitehead,2016,2550,1081,0.567067530065,613,Seton Hall,1,False,False
56985,Aaron White,2013,2294,1082,0.444547134935,481,Iowa,1,False,False
61730,Jordan Adams,2014,26,1082,0.578558225508,626,UCLA,1,False,False
56440,Larry Nance Jr.,2015,2751,1082,0.460258780037,498,Wyoming,1,False,False
4432171,Moses Moody,2021,8,1082,0.498151571165,539,Arkansas,1,False,False
51478,Russ Smith,2014,97,1083,0.621421975993,673,Louisville,1,False,False
61793,Montrezl Harrell,2014,97,1084,0.478782287823,519,Louisville,1,False,False
4066404,Tony Carr,2017,213,1084,0.40221402214,436,Penn State,1,False,False
4277883,Jordan Nwora,2019,97,1084,0.532287822878,577,Louisville,1,False,False
56346,Kentavious Caldwell-Pope,2013,61,1086,0.544198895028,591,Georgia,1,False,False
67845,Derrick White,2017,38,1086,0.550644567219,598,Colorado,1,False,False
57136,Abdel Nader,2016,66,1088,0.415441176471,452,Iowa State,1,False,False
61804,Kris Dunn,2016,2507,1088,0.498161764706,542,Providence,1,False,False
4279888,Ja Morant,2018,93,1088,0.372242647059,405,Murray St,1,False,False
3912292,Jarrell Brantley,2017,232,1089,0.444444444444,484,Charleston,1,False,False
3943606,Jerome Robinson,2017,103,1089,0.548209366391,597,Boston College,1,False,False
4278080,Tremont Waters,2018,99,1089,0.482093663912,525,LSU,1,False,False
56258,Marcus Thornton,2013,2729,1090,0.518348623853,565,William & Mary,1,False,False
62208,Tyrone Wallace,2014,25,1090,0.362385321101,395,California,1,False,False
66321,Rondae Hollis-Jefferson,2015,12,1090,0.391743119266,427,Arizona,1,False,False
66138,Devon Hall,2018,258,1090,0.364220183486,397,Virginia,1,False,False
4280151,Corey Kispert,2020,2250,1090,0.420183486239,458,Gonzaga,1,False,False
51842,Jamaal Franklin,2013,21,1091,0.51329055912,560,San Diego St,1,False,False
4397008,Romeo Langford,2019,84,1091,0.483959670027,528,Indiana,1,False,False
51363,Josh Huestis,2013,24,1092,0.327838827839,358,Stanford,1,False,False
4066407,Carsen Edwards,2018,2509,1092,0.628205128205,686,Purdue,1,False,False
51162,Tony Snell,2013,167,1093,0.400731930467,438,New Mexico,1,False,False
51524,Devyn Marble,2013,2294,1093,0.479414455627,524,Iowa,1,False,False
3912334,Khyri Thomas,2017,156,1093,0.394327538884,431,Creighton,1,False,False
4278508,Troy Brown Jr.,2018,2483,1093,0.36230558097,396,Oregon,1,False,False
66270,Sindarius Thornwell,2016,2579,1094,0.408592321755,447,South Carolina,1,False,False
3907498,Matisse Thybulle,2018,264,1094,0.347349177331,380,Washington,1,False,False
4066392,Isaiah Roby,2019,158,1094,0.378427787934,414,Nebraska,1,False,False
61654,J.P. Tokoto,2015,153,1096,0.288321167883,316,North Carolina,1,False,False
3155536,Thomas Welsh,2018,26,1096,0.380474452555,417,UCLA,1,False,False
4397205,Ignas Brazdeikis,2019,130,1096,0.5,548,Michigan,1,False,False
56909,Otto Porter Jr.,2013,46,1097,0.456700091158,501,Georgetown,1,False,False
61835,Jaron Blossomgame,2017,228,1097,0.510483135825,560,Clemson,1,False,False
61796,Jake Layman,2016,120,1098,0.368852459016,405,Maryland,1,False,False
3908809,Donovan Mitchell,2017,97,1098,0.481785063752,529,Louisville,1,False,False
56290,Nick Johnson,2013,12,1099,0.36669699727,403,Arizona,1,False,False
3138196,Cameron Johnson,2017,221,1099,0.356687898089,392,Pitt,1,False,False
51384,Reggie Bullock,2013,153,1100,0.443636363636,488,North Carolina,1,False,False
3147351,Daniel Hamilton,2015,41,1100,0.345454545455,380,UConn,1,False,False
4066372,Kevin Huerter,2018,120,1100,0.429090909091,472,Maryland,1,False,False
4065663,Josh Okogie,2017,59,1101,0.519527702089,572,Georgia Tech,1,False,False
56635,DeAndre Daniels,2014,41,1102,0.450090744102,496,UConn,1,False,False
4065730,Kyle Guy,2018,258,1102,0.436479128857,481,Virginia,1,False,False
45990,Cory Jefferson,2014,239,1103,0.470534904805,519,Baylor,1,False,False
67814,Nigel Williams-Goss,2015,264,1104,0.423913043478,468,Washington,1,False,False
56119,Malcolm Brogdon,2015,258,1105,0.430769230769,476,Virginia,1,False,False
4066354,Payton Pritchard,2017,2483,1105,0.260633484163,288,Oregon,1,False,False
4278052,Chuma Okeke,2019,2,1105,0.412669683258,456,Auburn,1,False,False
61669,Marcus Smart,2013,197,1106,0.458408679928,507,Oklahoma St,1,False,False
4278541,Jaylen Nowell,2018,264,1106,0.492766726944,545,Washington,1,False,False
67645,DeAndre' Bembry,2014,2603,1107,0.373080397471,413,Saint Joseph's,1,False,False
3906522,Henry Ellenson,2016,269,1107,0.506775067751,561,Marquette,1,False,False
51418,Jordan McRae,2013,2633,1108,0.467509025271,518,Tennessee,1,False,False
4066446,Elijah Hughes,2019,183,1108,0.420577617329,466,Syracuse,1,False,False
3934621,Jacob Evans,2018,2132,1109,0.422001803427,468,Cincinnati,1,False,False
66902,Cameron Payne,2014,93,1110,0.515315315315,572,Murray St,1,False,False
3912295,Grant Riller,2018,232,1110,0.552252252252,613,Charleston,1,False,False
3137730,Patrick McCaw,2016,2439,1113,0.436657681941,486,UNLV,1,False,False
3155535,Kevon Looney,2015,26,1114,0.373429084381,416,UCLA,1,False,False
4065697,Dennis Smith Jr.,2017,152,1114,0.520646319569,580,NC State,1,False,False
62615,Denzel Valentine,2014,127,1116,0.271505376344,303,Michigan St,1,False,False
4066648,Rui Hachimura,2019,2250,1117,0.652641002686,729,Gonzaga,1,False,False
4277848,Marvin Bagley III,2018,150,1118,0.620751341682,694,Duke,1,False,False
3138201,Marial Shayok,2019,66,1118,0.56976744186,637,Iowa State,1,False,False
3907498,Matisse Thybulle,2019,264,1118,0.292486583184,327,Washington,1,False,False
51163,Cameron Bairstow,2014,167,1119,0.620196604111,694,New Mexico,1,False,False
3934672,Jalen Brunson,2017,222,1119,0.471849865952,528,Villanova,1,False,False
4066757,Sam Merrill,2020,328,1119,0.562109025916,629,Utah State,1,False,False
4432158,Evan Mobley,2021,30,1119,0.482573726542,540,USC,1,False,False
61653,Brice Johnson,2016,153,1121,0.604817127565,678,North Carolina,1,False,False
3912292,Jarrell Brantley,2019,232,1121,0.57091882248,640,Charleston,1,False,False
56489,Josh Richardson,2014,2633,1122,0.339572192513,381,Tennessee,1,False,False
3934662,Tyler Lydon,2016,183,1122,0.33422459893,375,Syracuse,1,False,False
56170,Pat Connaughton,2013,87,1123,0.276046304541,310,Notre Dame,1,False,False
61804,Kris Dunn,2015,2507,1123,0.458593054319,515,Providence,1,False,False
3136779,Keita Bates-Diop,2018,194,1125,0.597333333333,672,Ohio State,1,False,False
4065836,Omari Spellman,2018,222,1125,0.385777777778,434,Villanova,1,False,False
51493,Markel Brown,2013,197,1126,0.447602131439,504,Oklahoma St,1,False,False
46068,Xavier Thames,2014,21,1126,0.5621669627,633,San Diego St,1,False,False
66902,Cameron Payne,2015,93,1126,0.627886323268,707,Murray St,1,False,False
66207,Jordan Bell,2017,2483,1126,0.379218472469,427,Oregon,1,False,False
3914283,Chimezie Metu,2017,30,1128,0.473404255319,534,USC,1,False,False
45537,Lorenzo Brown,2013,152,1129,0.361381753764,408,NC State,1,False,False
61155,Olivier Hanlan,2013,103,1129,0.44995571302,508,Boston College,1,False,False
45836,Isaiah Canaan,2013,93,1131,0.597701149425,676,Murray St,1,False,False
62613,Gary Harris,2014,127,1131,0.518125552608,586,Michigan St,1,False,False
3133817,Eric Paschall,2018,222,1133,0.354810238305,402,Villanova,1,False,False
4277905,Trae Young,2018,201,1133,0.773168578994,876,Oklahoma,1,False,False
61278,Sam Dekker,2014,275,1134,0.416225749559,472,Wisconsin,1,False,False
61663,Buddy Hield,2015,201,1135,0.537444933921,610,Oklahoma,1,False,False
3135047,Justise Winslow,2015,150,1135,0.433480176211,492,Duke,1,False,False
3138156,Justin Jackson,2016,153,1135,0.429074889868,487,North Carolina,1,False,False
4066354,Payton Pritchard,2020,2483,1135,0.559471365639,635,Oregon,1,False,False
4395723,Keldon Johnson,2019,96,1136,0.43838028169,498,Kentucky,1,False,False
51586,Doug McDermott,2013,156,1138,0.732864674868,834,Creighton,1,False,False
