team_id,season,roster_n,panel
236,2011,12,min_20_drop
238,2011,11,min_20_drop
239,2011,10,min_20_drop
242,2011,13,min_20_drop
244,2011,3,min_20_drop
245,2011,11,min_20_drop
248,2011,11,min_20_drop
249,2011,11,min_20_drop
250,2011,11,min_20_drop
251,2011,9,min_20_drop
252,2011,12,min_20_drop
253,2011,12,min_20_drop
254,2011,11,min_20_drop
256,2011,10,min_20_drop
257,2011,13,min_20_drop
258,2011,11,min_20_drop
259,2011,11,min_20_drop
261,2011,14,min_20_drop
264,2011,12,min_20_drop
265,2011,12,min_20_drop
269,2011,13,min_20_drop
270,2011,13,min_20_drop
273,2011,6,min_20_drop
275,2011,12,min_20_drop
276,2011,11,min_20_drop
277,2011,11,min_20_drop
278,2011,11,min_20_drop
279,2011,10,min_20_drop
282,2011,13,min_20_drop
288,2011,12,min_20_drop
290,2011,10,min_20_drop
291,2011,3,min_20_drop
292,2011,13,min_20_drop
294,2011,12,min_20_drop
295,2011,11,min_20_drop
299,2011,13,min_20_drop
300,2011,11,min_20_drop
301,2011,11,min_20_drop
302,2011,11,min_20_drop
304,2011,10,min_20_drop
305,2011,11,min_20_drop
309,2011,13,min_20_drop
310,2011,5,min_20_drop
311,2011,11,min_20_drop
314,2011,9,min_20_drop
315,2011,9,min_20_drop
322,2011,13,min_20_drop
324,2011,12,min_20_drop
325,2011,10,min_20_drop
326,2011,14,min_20_drop
328,2011,12,min_20_drop
331,2011,12,min_20_drop
333,2011,14,min_20_drop
338,2011,12,min_20_drop
339,2011,11,min_20_drop
344,2011,13,min_20_drop
349,2011,15,min_20_drop
350,2011,10,min_20_drop
356,2011,11,min_20_drop
357,2011,11,min_20_drop
368,2011,3,min_20_drop
391,2011,5,min_20_drop
399,2011,12,min_20_drop
408,2011,1,min_20_drop
415,2011,4,min_20_drop
422,2011,3,min_20_drop
429,2011,4,min_20_drop
445,2011,4,min_20_drop
459,2011,2,min_20_drop
495,2011,4,min_20_drop
508,2011,4,min_20_drop
510,2011,3,min_20_drop
526,2011,15,min_20_drop
531,2011,3,min_20_drop
533,2011,4,min_20_drop
538,2011,4,min_20_drop
552,2011,5,min_20_drop
556,2011,4,min_20_drop
561,2011,6,min_20_drop
568,2011,4,min_20_drop
571,2011,2,min_20_drop
598,2011,4,min_20_drop
608,2011,5,min_20_drop
628,2011,3,min_20_drop
630,2011,5,min_20_drop
2005,2011,11,min_20_drop
2006,2011,12,min_20_drop
2010,2011,14,min_20_drop
2011,2011,17,min_20_drop
2016,2011,13,min_20_drop
2019,2011,5,min_20_drop
2023,2011,3,min_20_drop
2026,2011,13,min_20_drop
2029,2011,15,min_20_drop
2031,2011,13,min_20_drop
2032,2011,12,min_20_drop
2036,2011,3,min_20_drop
2040,2011,4,min_20_drop
2045,2011,2,min_20_drop
2046,2011,12,min_20_drop
2050,2011,12,min_20_drop
2053,2011,5,min_20_drop
2057,2011,12,min_20_drop
2064,2011,3,min_20_drop
2065,2011,10,min_20_drop
2066,2011,11,min_20_drop
2077,2011,3,min_20_drop
2083,2011,13,min_20_drop
2084,2011,13,min_20_drop
2086,2011,14,min_20_drop
2096,2011,4,min_20_drop
2097,2011,14,min_20_drop
2099,2011,12,min_20_drop
2110,2011,12,min_20_drop
2113,2011,13,min_20_drop
2115,2011,11,min_20_drop
2116,2011,14,min_20_drop
2117,2011,12,min_20_drop
2124,2011,5,min_20_drop
2127,2011,12,min_20_drop
2130,2011,14,min_20_drop
2132,2011,11,min_20_drop
2141,2011,4,min_20_drop
2142,2011,11,min_20_drop
2144,2011,4,min_20_drop
2145,2011,5,min_20_drop
2154,2011,11,min_20_drop
2166,2011,12,min_20_drop
2168,2011,12,min_20_drop
2169,2011,15,min_20_drop
2172,2011,10,min_20_drop
2174,2011,10,min_20_drop
2175,2011,4,min_20_drop
2176,2011,5,min_20_drop
2178,2011,5,min_20_drop
2181,2011,13,min_20_drop
2182,2011,8,min_20_drop
2184,2011,11,min_20_drop
2193,2011,11,min_20_drop
2197,2011,13,min_20_drop
2198,2011,12,min_20_drop
2199,2011,13,min_20_drop
2210,2011,11,min_20_drop
2213,2011,4,min_20_drop
2214,2011,3,min_20_drop
2215,2011,4,min_20_drop
2217,2011,10,min_20_drop
2220,2011,3,min_20_drop
2222,2011,4,min_20_drop
2226,2011,11,min_20_drop
2227,2011,4,min_20_drop
2229,2011,14,min_20_drop
2230,2011,10,min_20_drop
2235,2011,4,min_20_drop
2239,2011,11,min_20_drop
2241,2011,14,min_20_drop
2244,2011,12,min_20_drop
2247,2011,13,min_20_drop
2249,2011,5,min_20_drop
2250,2011,12,min_20_drop
2253,2011,4,min_20_drop
2257,2011,3,min_20_drop
2261,2011,10,min_20_drop
2269,2011,4,min_20_drop
2271,2011,3,min_20_drop
2272,2011,13,min_20_drop
2275,2011,11,min_20_drop
2277,2011,13,min_20_drop
2281,2011,4,min_20_drop
2287,2011,12,min_20_drop
2288,2011,5,min_20_drop
2294,2011,11,min_20_drop
2296,2011,15,min_20_drop
2299,2011,4,min_20_drop
2304,2011,4,min_20_drop
2305,2011,14,min_20_drop
2306,2011,14,min_20_drop
2309,2011,11,min_20_drop
2312,2011,4,min_20_drop
2320,2011,15,min_20_drop
2322,2011,5,min_20_drop
2325,2011,9,min_20_drop
2329,2011,13,min_20_drop
2335,2011,12,min_20_drop
2344,2011,11,min_20_drop
2347,2011,5,min_20_drop
2348,2011,13,min_20_drop
2350,2011,13,min_20_drop
2351,2011,13,min_20_drop
2352,2011,13,min_20_drop
2353,2011,5,min_20_drop
2358,2011,4,min_20_drop
2363,2011,12,min_20_drop
2366,2011,5,min_20_drop
2368,2011,13,min_20_drop
2374,2011,4,min_20_drop
2377,2011,13,min_20_drop
2378,2011,11,min_20_drop
2379,2011,13,min_20_drop
2382,2011,14,min_20_drop
2390,2011,11,min_20_drop
2393,2011,12,min_20_drop
2397,2011,3,min_20_drop
2398,2011,1,min_20_drop
2400,2011,13,min_20_drop
2405,2011,12,min_20_drop
2410,2011,8,min_20_drop
2413,2011,12,min_20_drop
2415,2011,13,min_20_drop
2419,2011,4,min_20_drop
2426,2011,10,min_20_drop
2427,2011,14,min_20_drop
2428,2011,15,min_20_drop
2429,2011,11,min_20_drop
2430,2011,11,min_20_drop
2433,2011,11,min_20_drop
2439,2011,10,min_20_drop
2440,2011,14,min_20_drop
2442,2011,4,min_20_drop
2443,2011,5,min_20_drop
2447,2011,10,min_20_drop
2448,2011,12,min_20_drop
2449,2011,11,min_20_drop
2450,2011,14,min_20_drop
2453,2011,5,min_20_drop
2454,2011,11,min_20_drop
2458,2011,11,min_20_drop
2459,2011,14,min_20_drop
2460,2011,11,min_20_drop
2463,2011,13,min_20_drop
2464,2011,12,min_20_drop
2466,2011,13,min_20_drop
2468,2011,2,min_20_drop
2473,2011,10,min_20_drop
2474,2011,4,min_20_drop
2475,2011,5,min_20_drop
2477,2011,4,min_20_drop
2483,2011,12,min_20_drop
2489,2011,5,min_20_drop
2492,2011,14,min_20_drop
2494,2011,4,min_20_drop
2501,2011,12,min_20_drop
2502,2011,11,min_20_drop
2504,2011,14,min_20_drop
2506,2011,10,min_20_drop
2507,2011,11,min_20_drop
2508,2011,3,min_20_drop
2509,2011,11,min_20_drop
2511,2011,4,min_20_drop
2514,2011,12,min_20_drop
2515,2011,13,min_20_drop
2520,2011,11,min_20_drop
2523,2011,11,min_20_drop
2525,2011,4,min_20_drop
2529,2011,10,min_20_drop
2534,2011,11,min_20_drop
2535,2011,11,min_20_drop
2539,2011,12,min_20_drop
2540,2011,12,min_20_drop
2541,2011,11,min_20_drop
2542,2011,12,min_20_drop
2545,2011,12,min_20_drop
2546,2011,11,min_20_drop
2547,2011,11,min_20_drop
2550,2011,12,min_20_drop
2561,2011,12,min_20_drop
2565,2011,15,min_20_drop
2567,2011,10,min_20_drop
2569,2011,11,min_20_drop
2571,2011,12,min_20_drop
2572,2011,11,min_20_drop
2579,2011,11,min_20_drop
2582,2011,14,min_20_drop
2585,2011,3,min_20_drop
2590,2011,5,min_20_drop
2595,2011,4,min_20_drop
2597,2011,12,min_20_drop
2598,2011,11,min_20_drop
2599,2011,11,min_20_drop
2602,2011,3,min_20_drop
2603,2011,11,min_20_drop
2608,2011,10,min_20_drop
2612,2011,11,min_20_drop
2617,2011,12,min_20_drop
2619,2011,12,min_20_drop
2623,2011,11,min_20_drop
2628,2011,11,min_20_drop
2630,2011,12,min_20_drop
2633,2011,14,min_20_drop
2634,2011,10,min_20_drop
2635,2011,13,min_20_drop
2636,2011,13,min_20_drop
2637,2011,4,min_20_drop
2638,2011,10,min_20_drop
2640,2011,12,min_20_drop
2641,2011,12,min_20_drop
2643,2011,12,min_20_drop
2648,2011,5,min_20_drop
2649,2011,11,min_20_drop
2653,2011,11,min_20_drop
2654,2011,4,min_20_drop
2655,2011,12,min_20_drop
2658,2011,4,min_20_drop
2666,2011,6,min_20_drop
2670,2011,12,min_20_drop
2671,2011,4,min_20_drop
2674,2011,11,min_20_drop
2678,2011,11,min_20_drop
2681,2011,11,min_20_drop
2692,2011,11,min_20_drop
2695,2011,5,min_20_drop
2697,2011,2,min_20_drop
2701,2011,3,min_20_drop
2703,2011,6,min_20_drop
2706,2011,7,min_20_drop
2710,2011,12,min_20_drop
2711,2011,12,min_20_drop
2714,2011,5,min_20_drop
2717,2011,12,min_20_drop
2724,2011,14,min_20_drop
2728,2011,3,min_20_drop
2729,2011,11,min_20_drop
2737,2011,11,min_20_drop
2739,2011,12,min_20_drop
2747,2011,13,min_20_drop
2749,2011,4,min_20_drop
2750,2011,11,min_20_drop
2751,2011,11,min_20_drop
2752,2011,11,min_20_drop
2754,2011,12,min_20_drop
2755,2011,13,min_20_drop
2758,2011,4,min_20_drop
2800,2011,5,min_20_drop
2803,2011,14,min_20_drop
2823,2011,4,min_20_drop
2824,2011,4,min_20_drop
2839,2011,4,min_20_drop
2841,2011,5,min_20_drop
2842,2011,5,min_20_drop
2855,2011,4,min_20_drop
2862,2011,4,min_20_drop
2863,2011,5,min_20_drop
2870,2011,12,min_20_drop
2871,2011,3,min_20_drop
2885,2011,13,min_20_drop
2886,2011,5,min_20_drop
2890,2011,6,min_20_drop
2904,2011,4,min_20_drop
2908,2011,11,min_20_drop
2920,2011,3,min_20_drop
2930,2011,4,min_20_drop
2931,2011,2,min_20_drop
2934,2011,13,min_20_drop
2937,2011,3,min_20_drop
2947,2011,5,min_20_drop
2948,2011,3,min_20_drop
2949,2011,6,min_20_drop
2959,2011,5,min_20_drop
2982,2011,5,min_20_drop
2985,2011,4,min_20_drop
2990,2011,3,min_20_drop
3079,2011,6,min_20_drop
3080,2011,2,min_20_drop
3084,2011,10,min_20_drop
3086,2011,5,min_20_drop
3088,2011,6,min_20_drop
3096,2011,4,min_20_drop
3122,2011,4,min_20_drop
3154,2011,4,min_20_drop
3158,2011,4,min_20_drop
3165,2011,4,min_20_drop
112358,2011,13,min_20_drop
1,2012,5,min_20_drop
2,2012,12,min_20_drop
5,2012,11,min_20_drop
6,2012,11,min_20_drop
8,2012,12,min_20_drop
9,2012,10,min_20_drop
12,2012,11,min_20_drop
13,2012,12,min_20_drop
16,2012,11,min_20_drop
21,2012,10,min_20_drop
22,2012,1,min_20_drop
23,2012,13,min_20_drop
24,2012,16,min_20_drop
25,2012,12,min_20_drop
26,2012,12,min_20_drop
27,2012,11,min_20_drop
29,2012,4,min_20_drop
30,2012,11,min_20_drop
36,2012,11,min_20_drop
38,2012,11,min_20_drop
41,2012,9,min_20_drop
42,2012,12,min_20_drop
43,2012,16,min_20_drop
44,2012,12,min_20_drop
45,2012,11,min_20_drop
46,2012,12,min_20_drop
47,2012,14,min_20_drop
48,2012,9,min_20_drop
50,2012,14,min_20_drop
51,2012,5,min_20_drop
52,2012,12,min_20_drop
55,2012,11,min_20_drop
56,2012,12,min_20_drop
57,2012,10,min_20_drop
58,2012,10,min_20_drop
59,2012,11,min_20_drop
61,2012,12,min_20_drop
62,2012,10,min_20_drop
66,2012,10,min_20_drop
68,2012,12,min_20_drop
70,2012,12,min_20_drop
71,2012,12,min_20_drop
77,2012,12,min_20_drop
79,2012,13,min_20_drop
82,2012,14,min_20_drop
84,2012,13,min_20_drop
85,2012,11,min_20_drop
87,2012,10,min_20_drop
93,2012,10,min_20_drop
96,2012,10,min_20_drop
97,2012,16,min_20_drop
98,2012,12,min_20_drop
99,2012,11,min_20_drop
101,2012,5,min_20_drop
103,2012,13,min_20_drop
104,2012,11,min_20_drop
107,2012,12,min_20_drop
108,2012,10,min_20_drop
109,2012,4,min_20_drop
111,2012,11,min_20_drop
113,2012,12,min_20_drop
116,2012,11,min_20_drop
119,2012,11,min_20_drop
120,2012,12,min_20_drop
127,2012,12,min_20_drop
130,2012,12,min_20_drop
135,2012,12,min_20_drop
138,2012,4,min_20_drop
139,2012,12,min_20_drop
140,2012,12,min_20_drop
142,2012,11,min_20_drop
145,2012,13,min_20_drop
147,2012,11,min_20_drop
148,2012,6,min_20_drop
149,2012,14,min_20_drop
150,2012,10,min_20_drop
151,2012,11,min_20_drop
152,2012,11,min_20_drop
153,2012,15,min_20_drop
154,2012,10,min_20_drop
155,2012,14,min_20_drop
156,2012,14,min_20_drop
158,2012,12,min_20_drop
159,2012,11,min_20_drop
160,2012,11,min_20_drop
161,2012,11,min_20_drop
163,2012,14,min_20_drop
164,2012,14,min_20_drop
166,2012,12,min_20_drop
167,2012,11,min_20_drop
171,2012,15,min_20_drop
172,2012,14,min_20_drop
179,2012,11,min_20_drop
183,2012,11,min_20_drop
189,2012,12,min_20_drop
193,2012,10,min_20_drop
194,2012,13,min_20_drop
195,2012,11,min_20_drop
197,2012,12,min_20_drop
198,2012,9,min_20_drop
201,2012,12,min_20_drop
202,2012,11,min_20_drop
203,2012,3,min_20_drop
204,2012,11,min_20_drop
213,2012,11,min_20_drop
217,2012,4,min_20_drop
218,2012,9,min_20_drop
219,2012,14,min_20_drop
221,2012,12,min_20_drop
222,2012,10,min_20_drop
224,2012,5,min_20_drop
225,2012,13,min_20_drop
227,2012,14,min_20_drop
228,2012,11,min_20_drop
229,2012,4,min_20_drop
231,2012,11,min_20_drop
232,2012,10,min_20_drop
233,2012,11,min_20_drop
235,2012,13,min_20_drop
236,2012,14,min_20_drop
238,2012,13,min_20_drop
239,2012,11,min_20_drop
241,2012,4,min_20_drop
242,2012,14,min_20_drop
245,2012,13,min_20_drop
248,2012,11,min_20_drop
249,2012,14,min_20_drop
250,2012,12,min_20_drop
251,2012,9,min_20_drop
252,2012,12,min_20_drop
253,2012,11,min_20_drop
254,2012,12,min_20_drop
256,2012,10,min_20_drop
257,2012,10,min_20_drop
258,2012,12,min_20_drop
259,2012,10,min_20_drop
261,2012,11,min_20_drop
263,2012,2,min_20_drop
264,2012,12,min_20_drop
265,2012,12,min_20_drop
269,2012,11,min_20_drop
270,2012,14,min_20_drop
273,2012,5,min_20_drop
275,2012,11,min_20_drop
276,2012,11,min_20_drop
277,2012,12,min_20_drop
278,2012,9,min_20_drop
279,2012,15,min_20_drop
282,2012,11,min_20_drop
288,2012,11,min_20_drop
290,2012,11,min_20_drop
292,2012,10,min_20_drop
294,2012,12,min_20_drop
295,2012,12,min_20_drop
299,2012,11,min_20_drop
300,2012,11,min_20_drop
301,2012,10,min_20_drop
302,2012,12,min_20_drop
304,2012,12,min_20_drop
305,2012,11,min_20_drop
309,2012,13,min_20_drop
310,2012,4,min_20_drop
311,2012,12,min_20_drop
314,2012,13,min_20_drop
315,2012,12,min_20_drop
317,2012,4,min_20_drop
322,2012,12,min_20_drop
324,2012,12,min_20_drop
325,2012,12,min_20_drop
326,2012,15,min_20_drop
328,2012,13,min_20_drop
331,2012,10,min_20_drop
333,2012,12,min_20_drop
338,2012,9,min_20_drop
339,2012,12,min_20_drop
342,2012,3,min_20_drop
344,2012,10,min_20_drop
349,2012,15,min_20_drop
350,2012,12,min_20_drop
356,2012,12,min_20_drop
357,2012,13,min_20_drop
389,2012,5,min_20_drop
399,2012,12,min_20_drop
408,2012,3,min_20_drop
429,2012,4,min_20_drop
481,2012,5,min_20_drop
484,2012,5,min_20_drop
489,2012,5,min_20_drop
494,2012,4,min_20_drop
502,2012,4,min_20_drop
526,2012,11,min_20_drop
533,2012,5,min_20_drop
534,2012,4,min_20_drop
535,2012,2,min_20_drop
542,2012,1,min_20_drop
546,2012,2,min_20_drop
551,2012,4,min_20_drop
555,2012,5,min_20_drop
556,2012,3,min_20_drop
561,2012,7,min_20_drop
564,2012,2,min_20_drop
587,2012,3,min_20_drop
594,2012,3,min_20_drop
596,2012,4,min_20_drop
603,2012,4,min_20_drop
606,2012,3,min_20_drop
628,2012,4,min_20_drop
2005,2012,16,min_20_drop
2006,2012,12,min_20_drop
2010,2012,15,min_20_drop
2011,2012,12,min_20_drop
2015,2012,5,min_20_drop
2016,2012,14,min_20_drop
2019,2012,5,min_20_drop
2026,2012,12,min_20_drop
2029,2012,14,min_20_drop
2031,2012,11,min_20_drop
2032,2012,11,min_20_drop
2033,2012,3,min_20_drop
2036,2012,5,min_20_drop
2045,2012,2,min_20_drop
2046,2012,13,min_20_drop
2047,2012,5,min_20_drop
2050,2012,12,min_20_drop
2056,2012,5,min_20_drop
2057,2012,15,min_20_drop
2065,2012,12,min_20_drop
2066,2012,14,min_20_drop
2077,2012,4,min_20_drop
2079,2012,2,min_20_drop
2083,2012,13,min_20_drop
2084,2012,12,min_20_drop
2086,2012,14,min_20_drop
2088,2012,5,min_20_drop
2096,2012,2,min_20_drop
2097,2012,11,min_20_drop
2099,2012,11,min_20_drop
2109,2012,5,min_20_drop
2110,2012,16,min_20_drop
2113,2012,3,min_20_drop
2115,2012,11,min_20_drop
2116,2012,12,min_20_drop
2117,2012,13,min_20_drop
2124,2012,5,min_20_drop
2127,2012,11,min_20_drop
2130,2012,9,min_20_drop
2132,2012,12,min_20_drop
2142,2012,11,min_20_drop
2150,2012,4,min_20_drop
2154,2012,11,min_20_drop
2161,2012,2,min_20_drop
2166,2012,11,min_20_drop
2168,2012,10,min_20_drop
2169,2012,12,min_20_drop
2172,2012,11,min_20_drop
2174,2012,10,min_20_drop
2177,2012,5,min_20_drop
2181,2012,11,min_20_drop
2182,2012,9,min_20_drop
2184,2012,11,min_20_drop
2193,2012,10,min_20_drop
2197,2012,14,min_20_drop
2198,2012,11,min_20_drop
2199,2012,12,min_20_drop
2201,2012,4,min_20_drop
2207,2012,4,min_20_drop
2210,2012,12,min_20_drop
2213,2012,4,min_20_drop
2214,2012,2,min_20_drop
2217,2012,11,min_20_drop
2222,2012,4,min_20_drop
2225,2012,3,min_20_drop
2226,2012,12,min_20_drop
2229,2012,14,min_20_drop
2230,2012,11,min_20_drop
2239,2012,11,min_20_drop
2241,2012,14,min_20_drop
2244,2012,11,min_20_drop
2247,2012,11,min_20_drop
2250,2012,12,min_20_drop
2257,2012,2,min_20_drop
2261,2012,14,min_20_drop
2264,2012,4,min_20_drop
2271,2012,3,min_20_drop
2272,2012,11,min_20_drop
2275,2012,10,min_20_drop
2277,2012,13,min_20_drop
2281,2012,4,min_20_drop
2287,2012,12,min_20_drop
2294,2012,13,min_20_drop
2296,2012,13,min_20_drop
2299,2012,2,min_20_drop
2305,2012,11,min_20_drop
2306,2012,13,min_20_drop
2309,2012,12,min_20_drop
2318,2012,4,min_20_drop
2320,2012,12,min_20_drop
2324,2012,3,min_20_drop
2325,2012,10,min_20_drop
2327,2012,5,min_20_drop
2329,2012,14,min_20_drop
2333,2012,2,min_20_drop
2335,2012,14,min_20_drop
2344,2012,11,min_20_drop
2347,2012,5,min_20_drop
2348,2012,13,min_20_drop
2350,2012,11,min_20_drop
2351,2012,13,min_20_drop
2352,2012,11,min_20_drop
2355,2012,4,min_20_drop
2358,2012,4,min_20_drop
2363,2012,14,min_20_drop
2368,2012,11,min_20_drop
2369,2012,5,min_20_drop
2377,2012,11,min_20_drop
2378,2012,14,min_20_drop
2379,2012,11,min_20_drop
2381,2012,4,min_20_drop
2382,2012,15,min_20_drop
2390,2012,11,min_20_drop
2392,2012,4,min_20_drop
2393,2012,13,min_20_drop
2397,2012,5,min_20_drop
2400,2012,9,min_20_drop
2401,2012,3,min_20_drop
2405,2012,12,min_20_drop
2410,2012,5,min_20_drop
2413,2012,13,min_20_drop
2415,2012,11,min_20_drop
2426,2012,15,min_20_drop
2427,2012,15,min_20_drop
2428,2012,13,min_20_drop
2429,2012,11,min_20_drop
2430,2012,12,min_20_drop
2433,2012,10,min_20_drop
2437,2012,12,min_20_drop
2439,2012,11,min_20_drop
2440,2012,11,min_20_drop
2442,2012,3,min_20_drop
2443,2012,8,min_20_drop
2447,2012,13,min_20_drop
2448,2012,15,min_20_drop
2449,2012,12,min_20_drop
2450,2012,17,min_20_drop
2454,2012,10,min_20_drop
2458,2012,12,min_20_drop
2459,2012,13,min_20_drop
2460,2012,12,min_20_drop
2463,2012,14,min_20_drop
2464,2012,12,min_20_drop
2465,2012,3,min_20_drop
2466,2012,12,min_20_drop
2473,2012,11,min_20_drop
2474,2012,4,min_20_drop
2477,2012,4,min_20_drop
2483,2012,12,min_20_drop
2489,2012,4,min_20_drop
2492,2012,12,min_20_drop
2494,2012,4,min_20_drop
2496,2012,3,min_20_drop
2501,2012,13,min_20_drop
2502,2012,12,min_20_drop
2504,2012,15,min_20_drop
2506,2012,13,min_20_drop
2507,2012,11,min_20_drop
2509,2012,13,min_20_drop
2514,2012,12,min_20_drop
2515,2012,13,min_20_drop
2520,2012,11,min_20_drop
2523,2012,11,min_20_drop
2525,2012,3,min_20_drop
2529,2012,10,min_20_drop
2534,2012,10,min_20_drop
2535,2012,12,min_20_drop
2539,2012,13,min_20_drop
2540,2012,11,min_20_drop
2541,2012,11,min_20_drop
2542,2012,13,min_20_drop
2545,2012,13,min_20_drop
2546,2012,13,min_20_drop
2547,2012,13,min_20_drop
2550,2012,10,min_20_drop
2561,2012,8,min_20_drop
2565,2012,12,min_20_drop
2567,2012,12,min_20_drop
2569,2012,10,min_20_drop
2571,2012,10,min_20_drop
2572,2012,11,min_20_drop
2576,2012,4,min_20_drop
2579,2012,11,min_20_drop
2582,2012,11,min_20_drop
2585,2012,5,min_20_drop
2587,2012,4,min_20_drop
2589,2012,4,min_20_drop
2590,2012,5,min_20_drop
2597,2012,13,min_20_drop
2598,2012,12,min_20_drop
2599,2012,8,min_20_drop
2601,2012,3,min_20_drop
2603,2012,9,min_20_drop
2605,2012,4,min_20_drop
2608,2012,12,min_20_drop
2612,2012,11,min_20_drop
2617,2012,11,min_20_drop
2619,2012,11,min_20_drop
2623,2012,12,min_20_drop
2628,2012,11,min_20_drop
2630,2012,13,min_20_drop
2631,2012,3,min_20_drop
2633,2012,12,min_20_drop
2634,2012,15,min_20_drop
2635,2012,10,min_20_drop
2636,2012,11,min_20_drop
2637,2012,4,min_20_drop
2638,2012,12,min_20_drop
2640,2012,12,min_20_drop
2641,2012,12,min_20_drop
2642,2012,5,min_20_drop
2643,2012,11,min_20_drop
2649,2012,12,min_20_drop
2653,2012,10,min_20_drop
2655,2012,14,min_20_drop
2662,2012,4,min_20_drop
2670,2012,12,min_20_drop
2671,2012,5,min_20_drop
2674,2012,13,min_20_drop
2678,2012,13,min_20_drop
2681,2012,12,min_20_drop
2684,2012,3,min_20_drop
2691,2012,1,min_20_drop
2692,2012,11,min_20_drop
2703,2012,5,min_20_drop
2706,2012,5,min_20_drop
2710,2012,12,min_20_drop
2711,2012,13,min_20_drop
2714,2012,5,min_20_drop
2716,2012,3,min_20_drop
2717,2012,11,min_20_drop
2724,2012,13,min_20_drop
2728,2012,5,min_20_drop
2729,2012,12,min_20_drop
2737,2012,12,min_20_drop
2739,2012,13,min_20_drop
2747,2012,10,min_20_drop
2750,2012,12,min_20_drop
2751,2012,13,min_20_drop
2752,2012,11,min_20_drop
2754,2012,14,min_20_drop
2755,2012,11,min_20_drop
2803,2012,11,min_20_drop
2804,2012,4,min_20_drop
2812,2012,4,min_20_drop
2842,2012,6,min_20_drop
2855,2012,3,min_20_drop
2866,2012,4,min_20_drop
2868,2012,2,min_20_drop
2870,2012,11,min_20_drop
2885,2012,15,min_20_drop
2890,2012,3,min_20_drop
2893,2012,5,min_20_drop
2894,2012,4,min_20_drop
2896,2012,5,min_20_drop
2902,2012,4,min_20_drop
2906,2012,5,min_20_drop
2908,2012,12,min_20_drop
2913,2012,2,min_20_drop
