minutes,ppm,role,perf
481,0.322245322245,hero_raw,
733,0.297407912688,hero_raw,
676,0.310650887574,hero_raw,
1048,0.341603053435,hero_raw,
1091,0.439963336389,hero_raw,
1152,0.453993055556,hero_raw,
310,0.238709677419,hero_raw,
428,0.301401869159,hero_raw,
27,0.148148148148,hero_raw,
659,0.241274658574,hero_raw,
722,0.185595567867,hero_raw,
977,0.142272262027,hero_raw,
28,0.321428571429,hero_raw,
937,0.213447171825,hero_raw,
236,0.245762711864,hero_raw,
705,0.242553191489,hero_raw,
583,0.0874785591767,hero_raw,
58,0.0689655172414,hero_raw,
959,0.165797705944,hero_raw,
848,0.121462264151,hero_raw,
1004,0.159362549801,hero_raw,
31,0.0645161290323,hero_raw,
914,0.129102844639,hero_raw,
278,0.244604316547,hero_raw,
48,0.645833333333,hero_raw,
315,0.342857142857,hero_raw,
726,0.293388429752,hero_raw,
623,0.380417335474,hero_raw,
224,0.348214285714,hero_raw,
697,0.261119081779,hero_raw,
1013,0.459032576505,hero_raw,
1022,0.416829745597,hero_raw,
791,0.432364096081,hero_raw,
27,0.185185185185,hero_raw,
126,0.230158730159,hero_raw,
489,0.39672801636,hero_raw,
914,0.421225382932,hero_raw,
47,0.148936170213,hero_raw,
20,0.1,hero_raw,
431,0.238979118329,hero_raw,
369,0.227642276423,hero_raw,
25,0.08,hero_raw,
97,0.0927835051546,hero_raw,
186,0.182795698925,hero_raw,
268,0.19776119403,hero_raw,
902,0.39689578714,hero_raw,
540,0.216666666667,hero_raw,
576,0.333333333333,hero_raw,
799,0.430538172716,hero_raw,
1060,0.395283018868,hero_raw,
39,0.153846153846,hero_raw,
603,0.215588723051,hero_raw,
119,0.394957983193,hero_raw,
617,0.320907617504,hero_raw,
416,0.3125,hero_raw,
1056,0.5,hero_raw,
786,0.566157760814,hero_raw,
1117,0.418084153984,hero_raw,
709,0.568406205924,hero_raw,
189,0.0899470899471,hero_raw,
320,0.228125,hero_raw,
359,0.222841225627,hero_raw,
721,0.339805825243,hero_raw,
1264,0.39082278481,hero_raw,
984,0.334349593496,hero_raw,
1207,0.599005799503,hero_raw,
1165,0.587982832618,hero_raw,
121,0.239669421488,hero_raw,
931,0.265306122449,hero_raw,
748,0.262032085561,hero_raw,
238,0.231092436975,hero_raw,
368,0.366847826087,hero_raw,
820,0.358536585366,hero_raw,
699,0.257510729614,hero_raw,
624,0.392628205128,hero_raw,
475,0.231578947368,hero_raw,
37,0.108108108108,hero_raw,
197,0.456852791878,hero_raw,
98,0.204081632653,hero_raw,
784,0.293367346939,hero_raw,
191,0.361256544503,hero_raw,
1095,0.501369863014,hero_raw,
154,0.298701298701,hero_raw,
618,0.370550161812,hero_raw,
228,0.236842105263,hero_raw,
332,0.376506024096,hero_raw,
387,0.229974160207,hero_raw,
763,0.302752293578,hero_raw,
649,0.283513097072,hero_raw,
618,0.299352750809,hero_raw,
66,0.257575757576,hero_raw,
762,0.479002624672,hero_raw,
604,0.377483443709,hero_raw,
472,0.226694915254,hero_raw,
658,0.238601823708,hero_raw,
494,0.269230769231,hero_raw,
655,0.316030534351,hero_raw,
370,0.172972972973,hero_raw,
427,0.161592505855,hero_raw,
908,0.176211453744,hero_raw,
361,0.0914127423823,hero_raw,
876,0.478310502283,hero_raw,
940,0.523404255319,hero_raw,
308,0.279220779221,hero_raw,
350,0.308571428571,hero_raw,
762,0.446194225722,hero_raw,
1005,0.458706467662,hero_raw,
470,0.259574468085,hero_raw,
870,0.4,hero_raw,
116,0.206896551724,hero_raw,
207,0.173913043478,hero_raw,
372,0.25,hero_raw,
59,0.186440677966,hero_raw,
124,0.145161290323,hero_raw,
54,0.296296296296,hero_raw,
99,0.20202020202,hero_raw,
211,0.284360189573,hero_raw,
697,0.492109038737,hero_raw,
690,0.433333333333,hero_raw,
731,0.344733242134,hero_raw,
679,0.173784977909,hero_raw,
317,0.170347003155,hero_raw,
99,0.191919191919,hero_raw,
756,0.32671957672,hero_raw,
673,0.310549777117,hero_raw,
356,0.342696629213,hero_raw,
621,0.302737520129,hero_raw,
831,0.493381468111,hero_raw,
714,0.619047619048,hero_raw,
79,0.303797468354,hero_raw,
235,0.165957446809,hero_raw,
691,0.302460202605,hero_raw,
803,0.255292652553,hero_raw,
201,0.253731343284,hero_raw,
73,0.123287671233,hero_raw,
463,0.365010799136,hero_raw,
531,0.24670433145,hero_raw,
499,0.258517034068,hero_raw,
638,0.173981191223,hero_raw,
766,0.321148825065,hero_raw,
703,0.332859174964,hero_raw,
191,0.356020942408,hero_raw,
669,0.273542600897,hero_raw,
494,0.283400809717,hero_raw,
1148,0.390243902439,hero_raw,
254,0.208661417323,hero_raw,
45,0.0444444444444,hero_raw,
29,0.275862068966,hero_raw,
135,0.192592592593,hero_raw,
935,0.449197860963,hero_raw,
884,0.450226244344,hero_raw,
966,0.517598343685,hero_raw,
196,0.265306122449,hero_raw,
112,0.339285714286,hero_raw,
653,0.362940275651,hero_raw,
981,0.316004077472,hero_raw,
87,0.103448275862,hero_raw,
20,0.3,hero_raw,
20,0.15,hero_raw,
785,0.35923566879,hero_raw,
1041,0.4265129683,hero_raw,
1011,0.529179030663,hero_raw,
1036,0.527027027027,hero_raw,
463,0.377969762419,hero_raw,
711,0.319268635724,hero_raw,
591,0.353637901861,hero_raw,
830,0.338554216867,hero_raw,
40,0.25,hero_raw,
1068,0.294007490637,hero_raw,
1272,0.470125786164,hero_raw,
1286,0.663297045101,hero_raw,
564,0.326241134752,hero_raw,
842,0.441805225653,hero_raw,
960,0.292708333333,hero_raw,
27,0.259259259259,hero_raw,
54,0.185185185185,hero_raw,
349,0.260744985673,hero_raw,
562,0.23665480427,hero_raw,
234,0.252136752137,hero_raw,
55,0.181818181818,hero_raw,
534,0.15543071161,hero_raw,
879,0.188850967008,hero_raw,
77,0.0909090909091,hero_raw,
89,0.0561797752809,hero_raw,
69,0.188405797101,hero_raw,
360,0.322222222222,hero_raw,
796,0.278894472362,hero_raw,
92,0.260869565217,hero_raw,
735,0.229931972789,hero_raw,
835,0.364071856287,hero_raw,
67,0.328358208955,hero_raw,
94,0.297872340426,hero_raw,
77,0.415584415584,hero_raw,
188,0.175531914894,hero_raw,
650,0.301538461538,hero_raw,
633,0.238546603476,hero_raw,
684,0.327485380117,hero_raw,
260,0.296153846154,hero_raw,
1006,0.43041749503,hero_raw,
1039,0.548604427334,hero_raw,
1186,0.572512647555,hero_raw,
1019,0.653581943081,hero_raw,
162,0.141975308642,hero_raw,
231,0.164502164502,hero_raw,
97,0.319587628866,hero_raw,
263,0.319391634981,hero_raw,
409,0.220048899756,hero_raw,
290,0.248275862069,hero_raw,
359,0.401114206128,hero_raw,
1117,0.446732318711,hero_raw,
1179,0.813401187447,hero_raw,
68,0.426470588235,hero_raw,
336,0.202380952381,hero_raw,
88,0.375,hero_raw,
649,0.326656394453,hero_raw,
940,0.436170212766,hero_raw,
826,0.250605326877,hero_raw,
939,0.32268370607,hero_raw,
894,0.387024608501,hero_raw,
810,0.382716049383,hero_raw,
409,0.39608801956,hero_raw,
826,0.319612590799,hero_raw,
704,0.356534090909,hero_raw,
486,0.473251028807,hero_raw,
530,0.524528301887,hero_raw,
433,0.575057736721,hero_raw,
303,0.36303630363,hero_raw,
1017,0.489675516224,hero_raw,
296,0.101351351351,hero_raw,
21,0,hero_raw,
86,0.232558139535,hero_raw,
79,0.164556962025,hero_raw,
933,0.254019292605,hero_raw,
1000,0.307,hero_raw,
866,0.352193995381,hero_raw,
1037,0.499517839923,hero_raw,
227,0.26872246696,hero_raw,
459,0.315904139434,hero_raw,
518,0.382239382239,hero_raw,
410,0.380487804878,hero_raw,
172,0.133720930233,hero_raw,
203,0.270935960591,hero_raw,
52,0.288461538462,hero_raw,
82,0.170731707317,hero_raw,
636,0.281446540881,hero_raw,
322,0.298136645963,hero_raw,
792,0.431818181818,hero_raw,
790,0.516455696203,hero_raw,
510,0.211764705882,hero_raw,
216,0.222222222222,hero_raw,
219,0.2100456621,hero_raw,
27,0.037037037037,hero_raw,
60,0.166666666667,hero_raw,
51,0.313725490196,hero_raw,
203,0.266009852217,hero_raw,
515,0.170873786408,hero_raw,
568,0.107394366197,hero_raw,
715,0.195804195804,hero_raw,
20,0.2,hero_raw,
311,0.096463022508,hero_raw,
548,0.255474452555,hero_raw,
479,0.154488517745,hero_raw,
708,0.358757062147,hero_raw,
295,0.247457627119,hero_raw,
397,0.453400503778,hero_raw,
743,0.423956931359,hero_raw,
676,0.60650887574,hero_raw,
761,0.441524310118,hero_raw,
57,0.0701754385965,hero_raw,
26,0.153846153846,hero_raw,
110,0.236363636364,hero_raw,
87,0.0804597701149,hero_raw,
56,0.107142857143,hero_raw,
358,0.27094972067,hero_raw,
455,0.294505494505,hero_raw,
630,0.171428571429,hero_raw,
137,0.328467153285,hero_raw,
190,0.178947368421,hero_raw,
96,0.479166666667,hero_raw,
461,0.245119305857,hero_raw,
172,0.244186046512,hero_raw,
269,0.152416356877,hero_raw,
689,0.184325108853,hero_raw,
72,0.166666666667,hero_raw,
149,0.268456375839,hero_raw,
56,0.303571428571,hero_raw,
174,0.362068965517,hero_raw,
155,0.612903225806,hero_raw,
40,0.075,hero_raw,
29,0.172413793103,hero_raw,
33,0,hero_raw,
26,0.307692307692,hero_raw,
317,0.201892744479,hero_raw,
124,0.516129032258,hero_raw,
346,0.332369942197,hero_raw,
729,0.506172839506,hero_raw,
479,0.41127348643,hero_raw,
43,0.093023255814,hero_raw,
271,0.151291512915,hero_raw,
130,0.261538461538,hero_raw,
154,0.292207792208,hero_raw,
185,0.275675675676,hero_raw,
113,0.318584070796,hero_raw,
736,0.319293478261,hero_raw,
859,0.399301513388,hero_raw,
840,0.417857142857,hero_raw,
35,0.542857142857,hero_raw,
302,0.17880794702,hero_raw,
292,0.208904109589,hero_raw,
598,0.249163879599,hero_raw,
905,0.290607734807,hero_raw,
22,0.454545454545,hero_raw,
276,0.315217391304,hero_raw,
436,0.389908256881,hero_raw,
833,0.41056422569,hero_raw,
26,0.230769230769,hero_raw,
37,0.135135135135,hero_raw,
62,0.306451612903,hero_raw,
294,0.136054421769,hero_raw,
623,0.232744783307,hero_raw,
191,0.261780104712,hero_raw,
107,0.177570093458,hero_raw,
644,0.414596273292,hero_raw,
886,0.320541760722,hero_raw,
772,0.397668393782,hero_raw,
928,0.505387931034,hero_raw,
980,0.575510204082,hero_raw,
925,0.628108108108,hero_raw,
150,0.433333333333,hero_raw,
94,0.425531914894,hero_raw,
91,0.296703296703,hero_raw,
344,0.404069767442,hero_raw,
42,0.190476190476,hero_raw,
33,0.30303030303,hero_raw,
39,0.128205128205,hero_raw,
124,0.177419354839,hero_raw,
888,0.224099099099,hero_raw,
923,0.258938244854,hero_raw,
1084,0.279520295203,hero_raw,
73,0.438356164384,hero_raw,
102,0.117647058824,hero_raw,
327,0.0948012232416,hero_raw,
303,0.151815181518,hero_raw,
280,0.375,hero_raw,
497,0.454728370221,hero_raw,
352,0.517045454545,hero_raw,
418,0.641148325359,hero_raw,
711,0.243319268636,hero_raw,
582,0.357388316151,hero_raw,
600,0.353333333333,hero_raw,
760,0.238157894737,hero_raw,
553,0.464737793852,hero_raw,
862,0.487238979118,hero_raw,
679,0.447717231222,hero_raw,
973,0.514902363823,hero_raw,
249,0.168674698795,hero_raw,
562,0.448398576512,hero_raw,
723,0.49377593361,hero_raw,
907,0.508269018743,hero_raw,
398,0.447236180905,hero_raw,
825,0.527272727273,hero_raw,
178,0.426966292135,hero_raw,
1116,0.339605734767,hero_raw,
368,0.26902173913,hero_raw,
828,0.359903381643,hero_raw,
803,0.423412204234,hero_raw,
907,0.448732083793,hero_raw,
303,0.240924092409,hero_raw,
558,0.318996415771,hero_raw,
608,0.3125,hero_raw,
443,0.200902934537,hero_raw,
22,0.272727272727,hero_raw,
60,0.183333333333,hero_raw,
116,0.301724137931,hero_raw,
38,0.157894736842,hero_raw,
845,0.310059171598,hero_raw,
968,0.355371900826,hero_raw,
921,0.339847991314,hero_raw,
994,0.318913480885,hero_raw,
75,0.213333333333,hero_raw,
530,0.156603773585,hero_raw,
72,0.0972222222222,hero_raw,
40,0.275,hero_raw,
121,0.132231404959,hero_raw,
144,0.243055555556,hero_raw,
133,0.285714285714,hero_raw,
261,0.229885057471,hero_raw,
81,0.185185185185,hero_raw,
723,0.278008298755,hero_raw,
927,0.221143473571,hero_raw,
350,0.251428571429,hero_raw,
953,0.192025183631,hero_raw,
860,0.161627906977,hero_raw,
919,0.243743199129,hero_raw,
642,0.295950155763,hero_raw,
222,0.297297297297,hero_raw,
86,0.244186046512,hero_raw,
346,0.0722543352601,hero_raw,
51,0,hero_raw,
646,0.278637770898,hero_raw,
705,0.300709219858,hero_raw,
624,0.400641025641,hero_raw,
715,0.434965034965,hero_raw,
636,0.220125786164,hero_raw,
681,0.239353891336,hero_raw,
88,0.352272727273,hero_raw,
482,0.294605809129,hero_raw,
1110,0.515315315315,hero_raw,
1126,0.627886323268,hero_raw,
752,0.307180851064,hero_raw,
744,0.255376344086,hero_raw,
1105,0.457013574661,hero_raw,
1085,0.506912442396,hero_raw,
24,0.5,hero_raw,
564,0.510638297872,hero_raw,
566,0.39222614841,hero_raw,
176,0.147727272727,hero_raw,
740,0.364864864865,hero_raw,
608,0.356907894737,hero_raw,
237,0.20253164557,hero_raw,
716,0.405027932961,hero_raw,
871,0.370838117107,hero_raw,
817,0.482252141983,hero_raw,
1086,0.505524861878,hero_raw,
20,0.55,hero_raw,
417,0.326139088729,hero_raw,
447,0.237136465324,hero_raw,
559,0.248658318426,hero_raw,
812,0.264778325123,hero_raw,
682,0.328445747801,hero_raw,
20,0.2,hero_raw,
39,0.358974358974,hero_raw,
80,0.35,hero_raw,
63,0.285714285714,hero_raw,
1195,0.556485355649,hero_raw,
779,0.282413350449,hero_raw,
536,0.39552238806,hero_raw,
439,0.266514806378,hero_raw,
198,0.237373737374,hero_raw,
188,0.329787234043,hero_raw,
226,0.172566371681,hero_raw,
529,0.219281663516,hero_raw,
452,0.146017699115,hero_raw,
86,0.255813953488,hero_raw,
213,0.0985915492958,hero_raw,
482,0.161825726141,hero_raw,
306,0.303921568627,hero_raw,
514,0.363813229572,hero_raw,
202,0.386138613861,hero_raw,
897,0.439241917503,hero_raw,
834,0.388489208633,hero_raw,
1199,0.371976647206,hero_raw,
183,0.125683060109,hero_raw,
357,0.148459383754,hero_raw,
384,0.1875,hero_raw,
832,0.183894230769,hero_raw,
84,0.297619047619,hero_raw,
461,0.394793926247,hero_raw,
275,0.269090909091,hero_raw,
645,0.460465116279,hero_raw,
729,0.411522633745,hero_raw,
25,0.12,hero_raw,
20,0.1,hero_raw,
22,0.409090909091,hero_raw,
176,0.164772727273,hero_raw,
20,0.1,hero_raw,
103,0.0776699029126,hero_raw,
555,0.291891891892,hero_raw,
961,0.352757544225,hero_raw,
667,0.379310344828,hero_raw,
447,0.27293064877,hero_raw,
338,0.316568047337,hero_raw,
732,0.277322404372,hero_raw,
1147,0.46556233653,hero_raw,
1226,0.483686786297,hero_raw,
1277,0.482380579483,hero_raw,
804,0.501243781095,hero_raw,
937,0.413020277481,hero_raw,
323,0.204334365325,hero_raw,
403,0.153846153846,hero_raw,
584,0.407534246575,hero_raw,
458,0.233624454148,hero_raw,
434,0.255760368664,hero_raw,
906,0.28587196468,hero_raw,
856,0.304906542056,hero_raw,
451,0.166297117517,hero_raw,
105,0.238095238095,hero_raw,
218,0.339449541284,hero_raw,
221,0.366515837104,hero_raw,
149,0.255033557047,hero_raw,
302,0.115894039735,hero_raw,
62,0.161290322581,hero_raw,
146,0.123287671233,hero_raw,
338,0.322485207101,hero_raw,
555,0.252252252252,hero_raw,
539,0.243042671614,hero_raw,
1008,0.455357142857,hero_raw,
221,0.371040723982,hero_raw,
688,0.338662790698,hero_raw,
941,0.402763018066,hero_raw,
23,0.739130434783,hero_raw,
1152,0.623263888889,hero_raw,
53,0.547169811321,hero_raw,
35,0.257142857143,hero_raw,
473,0.249471458774,hero_raw,
245,0.285714285714,hero_raw,
266,0.251879699248,hero_raw,
70,0.157142857143,hero_raw,
696,0.451149425287,hero_raw,
540,0.377777777778,hero_raw,
699,0.364806866953,hero_raw,
655,0.311450381679,hero_raw,
804,0.364427860697,hero_raw,
515,0.188349514563,hero_raw,
684,0.317251461988,hero_raw,
718,0.465181058496,hero_raw,
1030,0.441747572816,hero_raw,
1130,0.376991150442,hero_raw,
397,0.133501259446,hero_raw,
722,0.263157894737,hero_raw,
124,0.153225806452,hero_raw,
799,0.33041301627,hero_raw,
518,0.357142857143,hero_raw,
542,0.311808118081,hero_raw,
650,0.267692307692,hero_raw,
395,0.245569620253,hero_raw,
452,0.163716814159,hero_raw,
571,0.239929947461,hero_raw,
426,0.194835680751,hero_raw,
254,0.129921259843,hero_raw,
600,0.245,hero_raw,
963,0.217030114226,hero_raw,
960,0.297916666667,hero_raw,
933,0.378349410504,hero_raw,
161,0.291925465839,hero_raw,
465,0.365591397849,hero_raw,
92,0.336956521739,hero_raw,
669,0.168908819133,hero_raw,
791,0.159292035398,hero_raw,
46,0.260869565217,hero_raw,
897,0.229654403567,hero_raw,
606,0.399339933993,hero_raw,
813,0.425584255843,hero_raw,
707,0.336633663366,hero_raw,
420,0.433333333333,hero_raw,
100,0.45,hero_raw,
683,0.380673499268,hero_raw,
743,0.345895020188,hero_raw,
123,0.211382113821,hero_raw,
334,0.419161676647,hero_raw,
184,0.260869565217,hero_raw,
286,0.241258741259,hero_raw,
922,0.424078091106,hero_raw,
898,0.387527839644,hero_raw,
539,0.307977736549,hero_raw,
676,0.278106508876,hero_raw,
786,0.232824427481,hero_raw,
465,0.427956989247,hero_raw,
525,0.415238095238,hero_raw,
763,0.435124508519,hero_raw,
957,0.452455590387,hero_raw,
902,0.288248337029,hero_raw,
1002,0.310379241517,hero_raw,
803,0.26899128269,hero_raw,
583,0.186963979417,hero_raw,
45,0.311111111111,hero_raw,
148,0.168918918919,hero_raw,
178,0.230337078652,hero_raw,
133,0.285714285714,hero_raw,
85,0.164705882353,hero_raw,
28,0.357142857143,hero_raw,
394,0.256345177665,hero_raw,
746,0.351206434316,hero_raw,
152,0.230263157895,hero_raw,
334,0.392215568862,hero_raw,
125,0.296,hero_raw,
474,0.238396624473,hero_raw,
272,0.176470588235,hero_raw,
223,0.179372197309,hero_raw,
649,0.285053929122,hero_raw,
1065,0.307042253521,hero_raw,
1104,0.38768115942,hero_raw,
1162,0.324440619621,hero_raw,
338,0.363905325444,hero_raw,
742,0.296495956873,hero_raw,
700,0.285714285714,hero_raw,
1017,0.28121927237,hero_raw,
393,0.18320610687,hero_raw,
276,0.365942028986,hero_raw,
241,0.356846473029,hero_raw,
856,0.383177570093,hero_raw,
477,0.377358490566,hero_raw,
260,0.1,hero_raw,
735,0.280272108844,hero_raw,
766,0.274151436031,hero_raw,
34,0.0588235294118,hero_raw,
57,0.140350877193,hero_raw,
155,0.0774193548387,hero_raw,
227,0.25550660793,hero_raw,
217,0.21198156682,hero_raw,
278,0.291366906475,hero_raw,
196,0.326530612245,hero_raw,
179,0.195530726257,hero_raw,
536,0.317164179104,hero_raw,
66,0.409090909091,hero_raw,
116,0.224137931034,hero_raw,
469,0.360341151386,hero_raw,
517,0.251450676983,hero_raw,
531,0.261770244821,hero_raw,
368,0.315217391304,hero_raw,
373,0.260053619303,hero_raw,
220,0.268181818182,hero_raw,
577,0.256499133449,hero_raw,
1015,0.336945812808,hero_raw,
1037,0.386692381871,hero_raw,
1158,0.436960276339,hero_raw,
682,0.316715542522,hero_raw,
787,0.401524777637,hero_raw,
674,0.458456973294,hero_raw,
583,0.320754716981,hero_raw,
305,0.229508196721,hero_raw,
78,0.410256410256,hero_raw,
350,0.125714285714,hero_raw,
92,0.217391304348,hero_raw,
631,0.337559429477,hero_raw,
795,0.358490566038,hero_raw,
752,0.356382978723,hero_raw,
1132,0.383392226148,hero_raw,
47,0.36170212766,hero_raw,
706,0.444759206799,hero_raw,
863,0.478563151796,hero_raw,
1050,0.54,hero_raw,
979,0.582226762002,hero_raw,
895,0.493854748603,hero_raw,
858,0.252913752914,hero_raw,
227,0.286343612335,hero_raw,
109,0.385321100917,hero_raw,
646,0.1826625387,hero_raw,
569,0.210896309315,hero_raw,
610,0.237704918033,hero_raw,
313,0.182108626198,hero_raw,
546,0.336996336996,hero_raw,
171,0.116959064327,hero_raw,
28,0.214285714286,hero_raw,
744,0.260752688172,hero_raw,
425,0.341176470588,hero_raw,
467,0.398286937901,hero_raw,
998,0.409819639279,hero_raw,
80,0.35,hero_raw,
420,0.311904761905,hero_raw,
40,0.225,hero_raw,
110,0.218181818182,hero_raw,
764,0.336387434555,hero_raw,
840,0.35119047619,hero_raw,
872,0.299311926606,hero_raw,
154,0.474025974026,hero_raw,
205,0.234146341463,hero_raw,
430,0.213953488372,hero_raw,
772,0.316062176166,hero_raw,
324,0.163580246914,hero_raw,
241,0.199170124481,hero_raw,
736,0.236413043478,hero_raw,
954,0.189727463312,hero_raw,
942,0.256900212314,hero_raw,
1132,0.239399293286,hero_raw,
427,0.288056206089,hero_raw,
105,0.257142857143,hero_raw,
527,0.31119544592,hero_raw,
138,0.210144927536,hero_raw,
284,0.235915492958,hero_raw,
277,0.198555956679,hero_raw,
241,0.331950207469,hero_raw,
677,0.33234859675,hero_raw,
232,0.228448275862,hero_raw,
659,0.301972685888,hero_raw,
301,0.299003322259,hero_raw,
328,0.30487804878,hero_raw,
185,0.264864864865,hero_raw,
822,0.338199513382,hero_raw,
787,0.321473951715,hero_raw,
1028,0.386186770428,hero_raw,
706,0.254957507082,hero_raw,
673,0.246656760773,hero_raw,
272,0.294117647059,hero_raw,
660,0.277272727273,hero_raw,
312,0.25641025641,hero_raw,
273,0.29304029304,hero_raw,
281,0.274021352313,hero_raw,
251,0.211155378486,hero_raw,
353,0.1388101983,hero_raw,
981,0.369011213048,hero_raw,
802,0.294264339152,hero_raw,
914,0.522975929978,hero_raw,
898,0.365256124722,hero_raw,
346,0.150289017341,hero_raw,
59,0.152542372881,hero_raw,
141,0.248226950355,hero_raw,
108,0.12962962963,hero_raw,
21,0,hero_raw,
678,0.246312684366,hero_raw,
907,0.468577728776,hero_raw,
965,0.630051813472,hero_raw,
724,0.256906077348,hero_raw,
671,0.266766020864,hero_raw,
861,0.358885017422,hero_raw,
917,0.447110141767,hero_raw,
891,0.511784511785,hero_raw,
530,0.141509433962,hero_raw,
110,0.127272727273,hero_raw,
340,0.252941176471,hero_raw,
31,0.322580645161,hero_raw,
896,0.340401785714,hero_raw,
919,0.39281828074,hero_raw,
853,0.461899179367,hero_raw,
190,0.0842105263158,hero_raw,
96,0.15625,hero_raw,
766,0.322454308094,hero_raw,
1139,0.445127304653,hero_raw,
1179,0.418999151824,hero_raw,
1117,0.473589973142,hero_raw,
145,0.186206896552,hero_raw,
834,0.453237410072,hero_raw,
664,0.385542168675,hero_raw,
903,0.370985603544,hero_raw,
96,0.333333333333,hero_raw,
107,0.308411214953,hero_raw,
106,0.254716981132,hero_raw,
563,0.420959147425,hero_raw,
738,0.359078590786,hero_raw,
968,0.236570247934,hero_raw,
869,0.278481012658,hero_raw,
712,0.467696629213,hero_raw,
754,0.465517241379,hero_raw,
1024,0.5126953125,hero_raw,
1192,0.569630872483,hero_raw,
668,0.214071856287,hero_raw,
887,0.32694475761,hero_raw,
1093,0.365965233303,hero_raw,
160,0.3125,hero_raw,
106,0.141509433962,hero_raw,
1059,0.423040604344,hero_raw,
1095,0.399086757991,hero_raw,
25,0.28,hero_raw,
74,0.310810810811,hero_raw,
86,0.290697674419,hero_raw,
527,0.491461100569,hero_raw,
948,0.532700421941,hero_raw,
992,0.522177419355,hero_raw,
94,0.265957446809,hero_raw,
1109,0.483318304779,hero_raw,
1055,0.498578199052,hero_raw,
51,0.235294117647,hero_raw,
289,0.114186851211,hero_raw,
576,0.340277777778,hero_raw,
322,0.319875776398,hero_raw,
515,0.27572815534,hero_raw,
75,0.173333333333,hero_raw,
251,0.458167330677,hero_raw,
749,0.293724966622,hero_raw,
506,0.252964426877,hero_raw,
494,0.248987854251,hero_raw,
53,0.339622641509,hero_raw,
377,0.339522546419,hero_raw,
841,0.454221165279,hero_raw,
877,0.509692132269,hero_raw,
761,0.50197109067,hero_raw,
74,0.175675675676,hero_raw,
141,0.170212765957,hero_raw,
258,0.302325581395,hero_raw,
329,0.310030395137,hero_raw,
1084,0.459409594096,hero_raw,
1047,0.457497612225,hero_raw,
400,0.155,hero_raw,
259,0.239382239382,hero_raw,
46,0.152173913043,hero_raw,
326,0.398773006135,hero_raw,
722,0.415512465374,hero_raw,
996,0.593373493976,hero_raw,
336,0.681547619048,hero_raw,
596,0.384228187919,hero_raw,
983,0.341810783316,hero_raw,
988,0.570850202429,hero_raw,
1097,0.572470373747,hero_raw,
496,0.262096774194,hero_raw,
633,0.225908372828,hero_raw,
774,0.18992248062,hero_raw,
1142,0.246935201401,hero_raw,
336,0.172619047619,hero_raw,
423,0.16548463357,hero_raw,
586,0.325938566553,hero_raw,
246,0.235772357724,hero_raw,
694,0.298270893372,hero_raw,
841,0.420927467301,hero_raw,
1019,0.499509322866,hero_raw,
974,0.471252566735,hero_raw,
133,0.142857142857,hero_raw,
235,0.2,hero_raw,
378,0.34126984127,hero_raw,
853,0.420867526377,hero_raw,
435,0.314942528736,hero_raw,
40,0.275,hero_raw,
349,0.151862464183,hero_raw,
1088,0.243566176471,hero_raw,
673,0.218424962853,hero_raw,
1004,0.196215139442,hero_raw,
145,0.0965517241379,hero_raw,
55,0.545454545455,hero_raw,
207,0.333333333333,hero_raw,
366,0.256830601093,hero_raw,
342,0.277777777778,hero_raw,
146,0.22602739726,hero_raw,
177,0.209039548023,hero_raw,
262,0.374045801527,hero_raw,
42,0.214285714286,hero_raw,
93,0.225806451613,hero_raw,
70,0.214285714286,hero_raw,
428,0.278037383178,hero_raw,
55,0.454545454545,hero_raw,
432,0.326388888889,hero_raw,
397,0.380352644836,hero_raw,
63,0.190476190476,hero_raw,
149,0.147651006711,hero_raw,
295,0.128813559322,hero_raw,
692,0.28612716763,hero_raw,
22,0.136363636364,hero_raw,
68,0.0294117647059,hero_raw,
70,0.114285714286,hero_raw,
92,0.130434782609,hero_raw,
60,0.0833333333333,hero_raw,
559,0.334525939177,hero_raw,
75,0.44,hero_raw,
113,0.0796460176991,hero_raw,
45,0.155555555556,hero_raw,
48,0.229166666667,hero_raw,
79,0.0886075949367,hero_raw,
310,0.283870967742,hero_raw,
126,0.214285714286,hero_raw,
512,0.408203125,hero_raw,
945,0.486772486772,hero_raw,
896,0.332589285714,hero_raw,
677,0.475627769572,hero_raw,
127,0.188976377953,hero_raw,
352,0.303977272727,hero_raw,
381,0.419947506562,hero_raw,
290,0.334482758621,hero_raw,
359,0.261838440111,hero_raw,
565,0.327433628319,hero_raw,
310,0.28064516129,hero_raw,
250,0.372,hero_raw,
29,0.206896551724,hero_raw,
185,0.232432432432,hero_raw,
50,0.38,hero_raw,
761,0.367936925099,hero_raw,
952,0.460084033613,hero_raw,
553,0.177215189873,hero_raw,
319,0.0971786833856,hero_raw,
794,0.190176322418,hero_raw,
504,0.170634920635,hero_raw,
20,0.25,hero_raw,
395,0.187341772152,hero_raw,
708,0.292372881356,hero_raw,
502,0.312749003984,hero_raw,
316,0.401898734177,hero_raw,
489,0.386503067485,hero_raw,
831,0.458483754513,hero_raw,
966,0.5,hero_raw,
904,0.426991150442,hero_raw,
316,0.272151898734,hero_raw,
48,0.1875,hero_raw,
981,0.509683995923,hero_raw,
1203,0.480465502909,hero_raw,
1323,0.485260770975,hero_raw,
718,0.603064066852,hero_raw,
89,0.404494382022,hero_raw,
531,0.340866290019,hero_raw,
703,0.371266002845,hero_raw,
