bin,x_mean,n,y_rate
1,-1.002962040953114,618,0.08576051779935275
2,-0.789788134423251,617,0.08103727714748785
3,-0.6466808950388948,617,0.07455429497568881
4,-0.5064451589251356,617,0.08265802269043761
5,-0.37871961451107655,617,0.1085899513776337
6,-0.26108073333365667,617,0.1507293354943274
7,-0.14356658489945395,617,0.1507293354943274
8,-0.037243132479823034,617,0.1507293354943274
9,0.05830779700884928,617,0.16693679092382496
10,0.15339183009841456,617,0.17828200972447325
11,0.2453941855415915,617,0.19448946515397084
12,0.34107886946556293,617,0.22690437601296595
13,0.44517160335061523,617,0.1912479740680713
14,0.574865607323991,617,0.22690437601296595
15,0.7535836536076698,617,0.30307941653160453
16,1.1637414441964133,618,0.37540453074433655
