uni_slug,year,A_hat_min,A_hat_max,T_j_hat,roster_n,perf_span,team_id,season
arizona_state_university,2019,-0.8481745484611286,1.9155015262629915,-0.06486557503917338,13,2.76367607472412,arizona_state_university,2019
arizona_state_university,2020,-0.8371143934916784,1.6975542262856094,0.025883106214058604,11,2.5346686197772876,arizona_state_university,2020
arizona_state_university,2021,-0.8613449825680513,1.582702667824254,0.0004293815634191259,11,2.444047650392305,arizona_state_university,2021
auburn_university,2007,-1.0830028324941834,-0.7301394194411978,-0.9109382474163662,3,0.35286341305298563,auburn_university,2007
auburn_university,2008,-1.0881874352028447,-0.7375781813518247,-0.9332720848859016,3,0.35060925385101993,auburn_university,2008
auburn_university,2009,-1.031878175597835,0.25988276207927014,-0.6224653657185748,4,1.291760937677105,auburn_university,2009
auburn_university,2010,-1.0854695725527173,0.2783021939290428,-0.6212068435376501,5,1.3637717664817601,auburn_university,2010
auburn_university,2011,-0.9763243179722493,0.3568248269126375,-0.45023920150819785,5,1.333149144884887,auburn_university,2011
auburn_university,2012,-0.9247356500195154,0.407565023723168,-0.43606415462053594,5,1.3323006737426835,auburn_university,2012
auburn_university,2013,-0.9951326540136852,0.6418630203009088,-0.34192229896310866,4,1.6369956743145941,auburn_university,2013
auburn_university,2014,-0.9593937648989525,0.6214967408669204,-0.2854075155620531,4,1.5808905057658729,auburn_university,2014
auburn_university,2015,-0.7822228037612182,0.6450643984323927,-0.2128263135244054,4,1.427287202193611,auburn_university,2015
auburn_university,2022,-0.5221534718500487,3.239418489033286,0.1694319634801381,6,3.7615719608833347,auburn_university,2022
auburn_university,2023,-0.4746523228187979,0.4578146838003558,-0.20290353372121783,4,0.9324670066191536,auburn_university,2023
auburn_university,2024,-0.4681260627017584,0.677986401684507,-0.032603326234977546,3,1.1461124643862655,auburn_university,2024
baylor_university,2023,-0.671904958834388,-0.34643810940866426,-0.5204261402623213,6,0.3254668494257238,baylor_university,2023
baylor_university,2024,-0.8921876745246767,-0.46295007092711077,-0.6846396204129129,5,0.42923760359756596,baylor_university,2024
binghamton_university_suny,2022,-0.4545472913921838,-0.14302861673339412,-0.24286739708887542,5,0.3115186746587897,binghamton_university_suny,2022
binghamton_university_suny,2023,-0.5912106986461921,-0.171600545667573,-0.3143908633275501,8,0.41961015297861914,binghamton_university_suny,2023
binghamton_university_suny,2024,-0.8903780232651194,-0.26390965995656934,-0.4725435791338934,9,0.62646836330855,binghamton_university_suny,2024
boston_college,2006,-0.9981510264438832,0.30047648262641097,-0.43031293304160484,8,1.2986275090702941,boston_college,2006
boston_college,2008,-0.5398345621798496,0.1478644526936948,-0.1959850547430774,2,0.6876990148735445,boston_college,2008
boston_university,2006,-0.7902475771965872,2.146119186379405,0.5059144335573662,11,2.9363667635759922,boston_university,2006
boston_university,2007,-0.7736828157392116,2.1067426736184505,0.47392300018043726,11,2.880425489357662,boston_university,2007
boston_university,2008,-0.7902029607869874,1.984625878021988,0.39700724357156497,11,2.7748288388089755,boston_university,2008
boston_university,2012,-0.6671830970886649,1.8721667131947477,0.20068667264477594,14,2.5393498102834124,boston_university,2012
boston_university,2013,-0.7568447393201742,2.0262359053694237,0.18546624218549262,15,2.7830806446895977,boston_university,2013
boston_university,2014,-0.7223427851942474,1.9101950703946868,0.27408994625935557,15,2.632537855588934,boston_university,2014
boston_university,2015,-0.6743860807122872,2.0897046365189356,0.24308950611603483,19,2.764090717231223,boston_university,2015
boston_university,2016,-0.8550741312819222,2.3777432693892706,0.20457755400458352,24,3.232817400671193,boston_university,2016
boston_university,2017,-0.7547532440640656,1.9296977407525957,0.03923503156626726,30,2.684450984816661,boston_university,2017
boston_university,2018,-0.7999174827970901,2.396244948608848,0.1551925413022384,35,3.1961624314059383,boston_university,2018
boston_university,2019,-0.7666501804751663,2.4413336997724486,0.11890504558898422,40,3.207983880247615,boston_university,2019
boston_university,2020,-0.7701924497351823,2.5911142707615507,0.07980003680675209,41,3.361306720496733,boston_university,2020
boston_university,2021,-0.8049693922604948,3.1554158268453545,0.11777224671575807,44,3.9603852191058495,boston_university,2021
boston_university,2022,-0.6036785718139447,2.1502790733079085,0.05343460106957362,44,2.753957645121853,boston_university,2022
boston_university,2023,-0.5290462315382485,2.0313527574701773,0.02782613474727845,43,2.5603989890084256,boston_university,2023
boston_university,2024,-0.6987811961594943,2.7837770362502052,0.07751924070493116,43,3.4825582324096995,boston_university,2024
brandeis_university,2009,-1.0134758173895644,0.1680824923966333,-0.5806223674929326,8,1.1815583097861977,brandeis_university,2009
brandeis_university,2010,-1.0419449417075548,-0.19817797532326303,-0.6682004424229024,6,0.8437669663842917,brandeis_university,2010
brandeis_university,2012,-1.0238570556811581,0.26861341971319475,-0.588938803980396,9,1.292470475394353,brandeis_university,2012
brandeis_university,2013,-1.1358796365936437,0.298296026926241,-0.6527788466201258,9,1.4341756635198846,brandeis_university,2013
brandeis_university,2014,-1.0734334288107197,0.3489294122865976,-0.5952038095189711,9,1.4223628410973173,brandeis_university,2014
brandeis_university,2015,-0.926469914621211,0.4021218959313526,-0.4783862704130521,9,1.3285918105525636,brandeis_university,2015
brandeis_university,2016,-1.022298905489186,0.4433297646062073,-0.49923675768598147,8,1.4656286700953933,brandeis_university,2016
brandeis_university,2017,-0.8738832840486069,0.29069517557348273,-0.4090815438222896,10,1.1645784596220896,brandeis_university,2017
brandeis_university,2018,-0.9386748128432849,0.3563936009211995,-0.38885846542372554,10,1.2950684137644843,brandeis_university,2018
brandeis_university,2019,-0.8481745484611286,0.39692488986993113,-0.3588215740837432,9,1.2450994383310596,brandeis_university,2019
brandeis_university,2021,-0.8285684765752859,0.43095701063593783,-0.42860564341216334,8,1.2595254872112238,brandeis_university,2021
brandeis_university,2022,-0.6127168312334454,0.3777472831521204,-0.3474674439101218,9,0.9904641143855659,brandeis_university,2022
brandeis_university,2023,-0.7012936091498422,0.3567974247499474,-0.3664436774336974,7,1.0580910338997895,brandeis_university,2023
brandeis_university,2024,-0.9326032193214554,0.534722343636224,-0.4566983272734618,4,1.4673255629576794,brandeis_university,2024
brigham_young_university,2004,-1.0489709571265633,0.5205655409487214,-0.4143317642343638,24,1.5695364980752848,brigham_young_university,2004
brigham_young_university,2005,-0.9943641158432448,0.4711850389444664,-0.38982889023872536,20,1.4655491547877113,brigham_young_university,2005
brigham_young_university,2006,-0.9337646179192567,0.38859763502760963,-0.36820521426215586,20,1.3223622529468664,brigham_young_university,2006
brigham_young_university,2007,-0.9869261606233211,0.35174213411069605,-0.3454294587762103,19,1.3386682947340172,brigham_young_university,2007
brigham_young_university,2008,-1.0666834009666488,0.2751683353719744,-0.37849690057878915,19,1.341851736338623,brigham_young_university,2008
brigham_young_university,2020,-0.39375651610489204,-0.1511644699875938,-0.2785020574131488,3,0.24259204611729823,brigham_young_university,2020
brigham_young_university,2021,-0.42006018947097057,-0.18847503373592447,-0.31113427137950694,3,0.2315851557350461,brigham_young_university,2021
brigham_young_university,2024,-0.8084029012660945,-0.07120921977219907,-0.42527426303787896,19,0.7371936814938954,brigham_young_university,2024
brown_university,2000,-0.3101974824423866,4.245219213492753,1.4679808005541644,7,4.55541669593514,brown_university,2000
brown_university,2001,-1.1138043371100712,4.03922372637144,0.9202399575072091,12,5.1530280634815115,brown_university,2001
brown_university,2002,-0.8393459983016585,2.9836840758428114,0.6943574214797058,12,3.82303007414447,brown_university,2002
brown_university,2003,-0.5100075450651969,2.7308485041782626,0.7805506295447365,9,3.2408560492434595,brown_university,2003
brown_university,2004,-0.4205663065813834,2.5164141141591165,0.7050259178034133,10,2.9369804207405,brown_university,2004
brown_university,2005,-0.4695409240109925,2.5361716249230373,0.6865990232753055,11,3.0057125489340297,brown_university,2005
brown_university,2006,-0.8385043987496246,2.4981101200603826,0.426720463340306,17,3.3366145188100074,brown_university,2006
brown_university,2007,-0.8317253829857741,2.5166698069341304,0.3728980864780309,18,3.3483951899199047,brown_university,2007
brown_university,2008,-0.876219097731771,2.3896013744510167,0.28494274477984094,16,3.2658204721827877,brown_university,2008
brown_university,2009,-1.1538413910333383,2.6945855667057277,0.22468895320333648,19,3.8484269577390657,brown_university,2009
brown_university,2010,-1.211207394994298,2.8631816591223087,0.3911154818502363,18,4.074389054116606,brown_university,2010
brown_university,2011,-1.07545438057072,2.4364814193622983,0.14786130617655419,21,3.5119357999330183,brown_university,2011
brown_university,2012,-0.9779809705477067,2.36968382760026,0.23302373477503283,19,3.347664798147967,brown_university,2012
brown_university,2013,-1.1903018031912276,2.605209912723031,0.31601286011786067,20,3.7955117159142584,brown_university,2013
brown_university,2014,-1.1431243345345774,1.6736066291869667,0.24283112054186573,19,2.816730963721544,brown_university,2014
brown_university,2015,-0.9796135870433136,1.5908048545971563,0.11942730125201527,25,2.57041844164047,brown_university,2015
brown_university,2016,-1.1252064588475021,1.5889802609780863,0.013967657360878882,25,2.7141867198255882,brown_university,2016
brown_university,2017,-0.9506719242796062,1.214168647791491,-0.03899799512848121,24,2.164840572071097,brown_university,2017
brown_university,2018,-0.9778114956768268,1.4059682769116468,-0.01379396913172034,26,2.3837797725884737,brown_university,2018
brown_university,2019,-0.8858011798392651,1.1646620971122796,-0.1828351313409313,14,2.050463276951545,brown_university,2019
