team_id,season,A_hat_min,A_hat_max,T_j_hat,roster_n,perf_span
1032,1980,-1.7778835352767384,0.46928131399106665,-0.8032567086846217,12,2.247164849267805
1037,1980,-1.203260687652191,1.0740299402376947,0.32385907291207267,15,2.2772906278898857
1045,1980,-1.4029839680887484,2.022435778153236,0.11876948161797776,14,3.4254197462419844
1049,1980,-1.9474809371022388,0.8542227740567582,-0.7512059043545045,20,2.801703711158997
1063,1980,-1.902850057672735,0.3498937465132854,-0.7686677495369407,14,2.2527438041860206
1093,1980,-0.9232021642050459,2.2857579467895137,0.7653328575353323,6,3.2089601109945596
1095,1980,-1.6953166383068012,0.696898919068308,-0.608076318371367,14,2.3922155573751094
1098,1980,-1.5636554539996863,1.5906321846545965,0.2491952444343276,8,3.154287638654283
1100,1980,-1.1251570986009518,1.4388870146141262,-0.27037413900215823,11,2.564044113215078
1116,1980,-1.3572373116740581,2.1206243528275923,0.4014817965592875,17,3.4778616645016505
1118,1980,-1.4944772809181293,0.026319685669776112,-0.7602994481630316,8,1.5207969665879053
1132,1980,-1.5257191364923246,2.045866894864198,0.7338122535265853,12,3.5715860313565226
1146,1980,-1.2791332226779382,2.203191049819577,-0.060462397129963895,9,3.482324272497515
1155,1980,-1.203260687652191,1.919784895449944,0.11287195967903386,7,3.123045583102135
1157,1980,-1.5435715682553073,0.2606320676454585,-0.8648101552783475,6,1.8042036359007658
1176,1980,-1.2914068695039649,0.7816973700086179,-0.14092203620361907,9,2.073104239512583
1177,1980,-1.8024306289508394,0.7102880429125925,-0.546283714313885,21,2.512718671863432
1181,1980,-1.4018683910815144,1.7111356990988238,-0.343197597440497,17,3.113004090180338
1215,1980,-1.6149808953513325,1.7914710420983881,0.36551458131063536,10,3.4064519374497206
1221,1980,-1.6707694446437242,0.03524606653307807,-0.9009724634990757,13,1.7060155111768023
1224,1980,-1.5078668047183184,1.73568239281702,-0.12036128846934309,13,3.243549197535338
1228,1980,-1.5803918088105537,0.9758419155027075,-0.25108897617556314,8,2.556233724313261
1233,1980,-1.3895949442334399,1.5348434353842524,0.5093096082322417,16,2.9244383796176923
1238,1980,-1.2278078813152682,1.9978886844791353,0.3246366974756548,11,3.2256965657944034
1239,1980,-1.659611474813908,1.9599528669166544,-0.11694523232153017,10,3.6195643417305625
1285,1980,-1.1340829145265385,0.8531067970936194,-0.3570594816392532,5,1.9871897116201578
1288,1980,-1.203260687652191,1.049482846563594,-0.4761495245858875,6,2.252743534215785
1296,1980,-1.5792761318143436,0.6466890547238959,-0.6487966261808926,30,2.2259651865382395
1304,1980,-1.5625394770365475,2.209885711730695,0.08570368800662213,9,3.772425188767243
1305,1980,-1.2233446733855462,1.30945748426636,-0.28222828389902943,15,2.532802157651906
1317,1980,-1.2423129821226915,1.3741725494071717,-0.0031496485608286827,17,2.616485531529863
1323,1980,-1.9597544839392893,1.2324694722223553,-0.18121370244960244,8,3.1922239561616443
1331,1980,-1.4219523768148696,1.4757077551142537,-0.2997792525945638,19,2.8976601319291233
1344,1980,-0.5973968843542339,1.4701288701883217,0.09507928864883758,8,2.0675257545425554
1358,1980,-1.2702073067633755,1.1420917364002083,0.04975106189758104,11,2.412299043163584
1363,1980,-1.2947545004264525,0.5697009426909148,-0.49970461551753625,9,1.8644554431173672
1374,1980,-1.6361803581029457,0.64557352771115,-0.43430792497061516,6,2.2817538858140956
1387,1980,-1.2456602130892744,1.9130906334947302,0.0795979995498576,12,3.1587508465840046
1400,1980,0.3331569917465131,1.7468398627019555,0.9545181608987602,9,1.4136828709554423
1401,1980,-1.0113482460678431,2.0335933480271473,0.41652121081140264,7,3.0449415940949907
1403,1980,-1.7644943114434777,1.7937030960136418,-0.3291155180268392,9,3.5581974074571194
1433,1980,0.5719325966502637,2.004583846335134,1.403182601038554,6,1.4326512496848705
1438,1980,-1.5268347134995586,1.7981662039543873,0.7667144104567215,7,3.325000917453946
1445,1980,-0.916507302315975,1.3552041406810504,0.4164109598896833,13,2.2717114429970255
1461,1980,-1.887229079891149,1.4355398836365192,0.3569071547110827,7,3.3227689635276683
1462,1980,-1.100609904937875,1.2536689349739683,0.2186311315851816,14,2.354278839911843
1477,1980,-0.729057598713161,1.210153932518627,0.39066234299164193,13,1.9392115312317881
1479,1980,-1.5882021477178825,1.6575787037768048,0.08545581043622347,11,3.245780851494687
1499,1980,-1.1887559868006725,1.3206154540961765,-0.2004861902645313,11,2.509371440896849
1501,1980,-1.0838731501711028,1.5370750893436016,0.5594014361767479,13,2.6209482395147043
1506,1980,-0.9254337181754186,1.73568239281702,0.016463858944881064,6,2.6611161109924386
1531,1980,-1.3326907179448382,-0.5996280383687019,-1.0477967442744842,6,0.7330626795761362
1536,1980,-1.4799724800776344,2.0804564813498576,0.21098006346342965,6,3.560428961427492
1537,1980,-1.366163827522478,1.634147187109938,0.042637921578402946,8,3.000311014632416
1560,1980,-1.5312979214292806,2.310305240441567,0.3864099505886633,11,3.8416031618708475
1582,1980,-1.5357611293590023,1.4667814392437863,-0.09195198126501247,7,3.002542568602789
1604,1980,-1.3784373743595284,1.2916051524923537,-0.1282943416495769,7,2.670042526851882
1605,1980,-1.7644943114434777,1.72898803087283,-0.538898323127346,14,3.493482342316308
1635,1980,-1.6361803581029457,1.8282916826095394,-0.21064221169588235,8,3.464472040712485
1637,1980,-1.7979673210321414,0.487133645765073,-0.8309118178203295,7,2.2851009667972146
1686,1980,-0.4679673540064678,0.040824841471136304,-0.2272394018497034,4,0.5087921954776041
1691,1980,-1.4777409261072616,1.7992812810167405,0.27097140239675327,15,3.277022207124002
1704,1980,-1.67634822958068,1.6888202593840718,0.43566875353793605,8,3.365168488964752
1717,1980,-0.759183447327525,0.8486439891198023,0.16132832529373956,8,1.6078274364473273
1718,1980,-1.19879797966735,0.6288367729443777,-0.22291577603100365,8,1.8276347526117278
1744,1980,-0.6152492161282402,2.1462866235530225,0.43934151319819686,6,2.7615358396812626
1755,1980,-1.3293430870223502,0.23162175604273816,-0.5436537595530568,6,1.5609648430650882
1765,1980,-1.9207024894357176,1.9900782455828305,0.3513281340858258,7,3.910780735018548
1766,1980,-1.5469186992329138,0.9814207104385609,-0.7418520154574502,15,2.528339409671475
1772,1980,-1.4107944069850533,1.8918906707982361,0.23855141204567354,19,3.3026850777832895
1779,1980,-1.5926653556476043,0.08322429691593641,-0.962533132951607,12,1.6758896525635407
1821,1980,-0.8774555077903554,2.087150743305071,1.3268141706854448,9,2.9646062510954265
1824,1980,-1.4877830189629153,0.087687484847863,-0.7492657027624272,9,1.5754705038107784
1843,1980,-1.4755093721368886,1.2849108905371398,0.25455728517018733,9,2.760420262674028
1858,1980,1.0851876101005826,2.308073886449147,1.6787783265107799,5,1.2228862763485642
1872,1980,-1.3326907179448382,1.7557663785503754,0.2296879045838898,15,3.0884570964952136
1889,1980,-0.5159451644356262,1.9287113113093874,0.9268966750663884,15,2.4446564757450138
1892,1980,-1.0693683493306079,1.515875526603012,-0.13658286426555125,6,2.58524387593362
1903,1980,-1.3349218719593061,1.653115495847083,0.19912503306812449,8,2.988037367806389
1906,1980,-1.3460798417891224,2.1619072013787037,0.7405533673996915,16,3.507987043167826
1907,1980,-1.204376764604306,0.08991865886012633,-0.5401575626100262,10,1.2942954234644324
1908,1980,-1.409678729988843,2.1619072013787037,0.6626286559485612,7,3.5715859313675464
1909,1980,-0.1533192640714581,2.0291310399982114,0.5948057893725461,8,2.1824503040696697
1911,1980,-1.2155343344782177,1.0907662950485624,-0.3470918601331063,15,2.3063006295267803
1926,1980,-1.5056352507479454,1.9811527296241724,0.4731067850886464,7,3.486787980372118
1942,1980,-1.0325477088194563,1.7937030960136418,0.3814542175314424,7,2.826250804833098
1946,1980,-0.13435133529242252,1.445581876503197,0.3398517823101142,6,1.5799332117956195
1948,1980,-1.2501234210189964,2.1853384180786417,0.41694147265920106,11,3.435461839097638
1982,1980,-1.3828999823553931,1.198996262655739,0.11591638089192954,10,2.5818962450111322
2001,1980,1.450045084432919,2.470976626363529,1.9128329772860349,13,1.02093154193061
2023,1980,-1.8760716100062136,0.594247636409111,-0.835781424123056,20,2.4703192464153245
2030,1980,-0.7781518560536462,1.520338734532734,0.38615635021486233,6,2.29849059058638
2034,1980,-0.677732227353798,1.9331745192391094,0.6278224896785631,11,2.6109067465929074
2044,1980,0.015162134793769877,1.8082077968651602,1.1424637877147505,6,1.7930456620713904
2058,1980,-1.9530596220502185,0.36663049128116004,-0.6107859437056288,8,2.3196901133313785
2059,1980,-1.7801150892471111,2.270137368963833,0.35023703174288856,13,4.050252458210944
2060,1980,-1.201029633626699,1.1186606196892461,-0.3158503082987566,6,2.319690253315945
2070,1980,-0.8261300664387093,1.7379143467432976,0.25439681126118624,17,2.564044413182007
2076,1980,-0.9767591195314743,2.4486607866928725,0.331049550759306,9,3.425419906224347
2077,1980,-1.734368432832421,-0.07186794910820396,-0.7962272002404538,5,1.662500483724217
2094,1980,-2.1103835770276453,0.5049860175346699,-0.43943528110633007,7,2.615369594562315
2106,1980,-1.609402210403353,1.0137782830045572,-0.5522586534967708,11,2.62318049340791
2131,1980,-1.3828999823553931,0.5049860175346699,-0.4601567601272498,6,1.887885999890063
2141,1980,-0.7357523706121533,1.4098772129551844,0.5896452550733072,16,2.1456295835673376
2142,1980,-1.7522208645954034,0.7962025308094268,-0.695823720617307,14,2.5484233954048303
2149,1980,-0.3430005916369283,1.8416813063987048,1.014057061019181,16,2.184681898035633
2174,1980,-0.5159451644356262,1.57835853782857,0.4607735932203392,8,2.094303702264196
2178,1980,-1.4331098466998051,2.1674865862495167,0.311585633329864,9,3.600596432949322
2190,1980,-0.2191498162294252,2.176412902119984,1.3860522320208355,17,2.3955627183494093
2191,1980,-0.9778751364902035,2.0324780709868424,0.23960397676926526,13,3.010353207477046
2208,1980,-0.6174804101382987,1.7513030706316772,0.6386307409336651,9,2.368783480769976
2211,1980,-1.5524974841698698,1.416571974855279,-0.22047236984333984,27,2.9690694590251487
2215,1980,-1.9285127283540702,1.2715212667479745,-1.0622038050136673,19,3.2000339951020447
2219,1980,0.015162134793769877,1.8249444516429563,0.9375337005971677,15,1.8097823168491864
2248,1980,-0.7212472298091394,1.625221171206399,0.2835672656982977,9,2.3464684010155383
2251,1980,-1.0035379071605146,1.5259176194586659,0.2831333785345134,6,2.5294555266191807
2277,1980,-1.3817845053371351,1.6419579259731711,-0.12146919918892102,11,3.023742431310306
2287,1980,-1.6339488041325727,1.8316389135761224,-0.44063072687943244,10,3.4655877177086953
2294,1980,-0.9633699956871897,1.6709678276210893,0.42386948666134944,10,2.634337823308279
2295,1980,-1.7912725591320466,1.4634341082882272,0.1511269834774838,7,3.254706667420274
2303,1980,-1.789041005161674,1.9242481033796657,-0.3541583461571493,15,3.71328910854134
2305,1980,-1.2858279845780327,1.465665762247576,0.20180848008712624,25,2.7514937468256084
2323,1980,-1.6663062367140025,1.3273099160293427,-0.5943889924971312,23,2.9936161527433454
2326,1980,-1.5859705937475097,1.916437764472337,0.6654713523021715,12,3.5024083582198466
2332,1980,-1.2088398725450515,1.8706907081017419,-0.010082216382440834,8,3.0795305806467934
2336,1980,-1.0269690238714768,2.3973353453412263,0.9555551130117909,11,3.4243043692127033
2356,1980,-1.5536134611330088,1.8974698556910967,0.15739027673706696,17,3.4510833168241053
2364,1980,-1.3840160593075082,1.5303807273994114,-0.20180480515949253,11,2.9143967867069196
2365,1980,-1.6774639065768902,1.974457567768173,-0.062495618077734766,15,3.6519214743450634
2369,1980,-1.8314405305987576,1.681009820487767,-0.8213732334654645,19,3.5124503510865246
2374,1980,-1.252354974989369,0.7192144587720362,-0.4277993295455997,10,1.9715694337614051
2419,1980,-0.8662979379164437,2.2522853371567546,1.2923492184588135,15,3.118583275073198
2428,1980,-1.3471954187963566,1.3373518089070442,-0.6119018208940534,7,2.684547227703401
2432,1980,-1.8258617456618016,1.310573561218475,-0.42577063366005014,22,3.1364353068802764
2453,1980,-0.9734119685560721,2.195380810901224,0.325780692430608,18,3.1687927794572963
2458,1980,-0.9756435825198306,0.8263284494160741,0.1241140273084661,17,1.8019720319359047
2459,1980,-1.6841586684769851,1.9320585422759704,0.5028201330300972,17,3.6162172107529553
2467,1980,-1.3193011941446489,1.753535124546931,-0.1707533394583814,8,3.07283631869158
2491,1980,-1.443151939555459,1.416571974855279,-0.10801912669455005,15,2.859723914410738
