theta,kn_preset,k_over_n,n_individuals,n_selected,rho,lambda_weight,gamma,peak_bin,peak_rate,top_bin_rate,bottom_bin_rate,monotone_increasing
0.9410968642218047,mbb_draft,0.01,5600,56,8.0,0.55,10.0,12,0.04,0.011428571428571429,0.0,0
0.8041998943409083,characterization,0.1,5600,560,8.0,0.55,10.0,13,0.19428571428571428,0.15428571428571428,0.0,0
0.5670689228522683,army_high,0.4,5600,2240,8.0,0.55,10.0,16,0.5257142857142857,0.5257142857142857,0.2057142857142857,0
