bin,n,selection_rate,mean_team_mean,arm,lambda
0,938,0.0,0.09834167363124136,lambda_055,0.55
1,937,0.0,0.18659010361340364,lambda_055,0.55
2,938,0.0,0.24743220005980202,lambda_055,0.55
3,937,0.0,0.3004561573504077,lambda_055,0.55
4,938,0.0,0.34891217329222574,lambda_055,0.55
5,937,0.0,0.3941890576830838,lambda_055,0.55
6,938,0.0,0.4360669381780979,lambda_055,0.55
7,937,0.0,0.47833420819577016,lambda_055,0.55
8,938,0.0,0.5184448013353714,lambda_055,0.55
9,937,0.28601921024546423,0.5603787591262974,lambda_055,0.55
10,938,1.0,0.6032104961400284,lambda_055,0.55
11,937,0.29562433297758806,0.6493317369435383,lambda_055,0.55
12,938,0.0,0.6983678474199757,lambda_055,0.55
13,937,0.0,0.7517642579604742,lambda_055,0.55
14,938,0.0,0.8131618972365953,lambda_055,0.55
15,937,0.01814300960512273,0.9024189454246134,lambda_055,0.55
