bin,n,selection_rate,mean_team_mean,arm,lambda
0,350,0.0,0.10350476732013768,lambda_025,0.25
1,350,0.0,0.19122097523498524,lambda_025,0.25
2,350,0.0,0.25175086321086954,lambda_025,0.25
3,350,0.0,0.30433583190842883,lambda_025,0.25
4,350,0.0,0.3512663391989104,lambda_025,0.25
5,350,0.0,0.3944974864739718,lambda_025,0.25
6,350,0.0,0.43537287468646946,lambda_025,0.25
7,350,0.0,0.47641985633320305,lambda_025,0.25
8,350,0.0,0.5170767458639451,lambda_025,0.25
9,350,0.0,0.5595892402951274,lambda_025,0.25
10,350,0.0,0.6025098518882964,lambda_025,0.25
11,350,0.0,0.6476065531867018,lambda_025,0.25
12,350,0.0,0.6983606605255779,lambda_025,0.25
13,350,0.0,0.7512155960808571,lambda_025,0.25
14,350,0.6,0.8132687224912052,lambda_025,0.25
15,350,1.0,0.9023510768891361,lambda_025,0.25
