bin,n,selection_rate,mean_team_mean,arm,lambda
0,938,0.0,0.09834167363124136,lambda_075,0.75
1,937,0.0,0.18659010361340364,lambda_075,0.75
2,938,0.0,0.24743220005980202,lambda_075,0.75
3,937,0.0,0.3004561573504077,lambda_075,0.75
4,938,0.0,0.34891217329222574,lambda_075,0.75
5,937,0.0,0.3941890576830838,lambda_075,0.75
6,938,0.0,0.4360669381780979,lambda_075,0.75
7,937,0.0,0.47833420819577016,lambda_075,0.75
8,938,0.4840085287846482,0.5184448013353714,lambda_075,0.75
9,937,1.0,0.5603787591262974,lambda_075,0.75
10,938,0.1162046908315565,0.6032104961400284,lambda_075,0.75
11,937,0.0,0.6493317369435383,lambda_075,0.75
12,938,0.0,0.6983678474199757,lambda_075,0.75
13,937,0.0,0.7517642579604742,lambda_075,0.75
14,938,0.0,0.8131618972365953,lambda_075,0.75
15,937,0.0,0.9024189454246134,lambda_075,0.75
