gibbs_t,log10_t,beta_poolq_loo_sq,curvature_shape
0.75,-0.12493873660829995,-0.013350355705329421,inverted_u_like
1.0,0.0,0.0013349515077700274,inverted_u_like
1.5,0.17609125905568124,-0.018289662878570912,inverted_u_like
2.0,0.3010299956639812,0.005794844551607772,inverted_u_like
5.0,0.6989700043360189,-0.013418513324923343,inverted_u_like
12.0,1.0791812460476249,0.0035367794448363343,monotone_increasing
