vent,n,draft_rate,poolq_mean,poolq_median
0,41,0.07317073170731707,-0.5690226476523683,-0.5705271529585615
1,63,0.07936507936507936,-0.49760875350414663,-0.4991493510305189
2,150,0.0,-0.43310788836854786,-0.430392492454433
3,260,0.03461538461538462,-0.37021451368702096,-0.36929907178550453
4,416,0.028846153846153848,-0.3059406458813258,-0.3030302263129929
5,810,0.0345679012345679,-0.24224565553772087,-0.2413193639827116
6,1259,0.023034154090548053,-0.1782174020967488,-0.17731423273505095
7,1831,0.02785363189513927,-0.11492556878865559,-0.11392755250531147
8,2222,0.023852385238523854,-0.05198088267592397,-0.05124266033371268
9,2592,0.02700617283950617,0.011334942905342255,0.010958091965874706
10,2738,0.026661796932067203,0.0745837174217852,0.07433656769125543
11,2454,0.020374898125509373,0.13836918400874437,0.13803576951546537
12,1794,0.026755852842809364,0.20095770851179434,0.19897083474142643
13,1189,0.02607232968881413,0.26535404885414604,0.2642925499434162
14,746,0.02680965147453083,0.3292966991821291,0.32745305520939416
15,495,0.028282828282828285,0.39253010410652817,0.3924903695897535
16,287,0.027874564459930314,0.4603778355343467,0.4601544972538339
17,165,0.03636363636363636,0.5214784623944445,0.5182630434061287
18,94,0.010638297872340425,0.5837286639745343,0.583219091350574
19,197,0.015228426395939087,0.6727845066697821,0.6836413829085851
