vent,n,draft_rate,perf_mean,perf_median
0,883,0.0011325028312570782,-1.8993347173826085,-1.8168757174816634
1,883,0.0011325028312570782,-1.3610158678939572,-1.3518946501762927
2,883,0.01245753114382786,-1.1002958320692124,-1.0984475726711396
3,883,0.006795016987542469,-0.8984211682224945,-0.8962854681957129
4,883,0.009060022650056626,-0.72893718987386,-0.7262746156252379
5,883,0.01245753114382786,-0.5799955484120741,-0.5790386508628452
6,883,0.02491506228765572,-0.44283690230396566,-0.4428233954770115
7,883,0.01925254813137033,-0.3061739666397288,-0.30540528618669194
8,883,0.02944507361268403,-0.17811504085495256,-0.17878687577687544
9,883,0.03284258210645526,-0.04969883251413514,-0.051639546634747346
10,883,0.03850509626274066,0.08128340587628693,0.08004229413179278
11,883,0.056625141562853906,0.20611259517280817,0.20660728827968922
12,883,0.05436013590033975,0.3391056292266673,0.3395255891485625
13,883,0.07134767836919592,0.48158509246236325,0.481224236378669
14,883,0.07587768969422423,0.6342614217071869,0.635785377276603
15,883,0.11098527746319366,0.8026617037847176,0.8027605411030405
16,883,0.10758776896942242,0.9906787483204067,0.9885127988313064
17,883,0.14835787089467722,1.2220324542572976,1.2190483709218185
18,883,0.16761041902604756,1.5315393828620116,1.5227669716286578
19,882,0.30272108843537415,2.2418729986346007,2.099752383946245
